year,iso3c,mineral_rent
2017,FRA,3.34505241784338e-05
2018,FRA,3.04938579184141e-05
2019,FRA,0.0
2020,FRA,0.0
2021,FRA,0.0
1998,FRO,0.0
1999,FRO,0.0
2000,FRO,0.0
2001,FRO,0.0
2002,FRO,0.0
2003,FRO,0.0
2004,FRO,0.0
2005,FRO,0.0
2006,FRO,0.0
2007,FRO,0.0
2008,FRO,0.0
2009,FRO,0.0
2010,FRO,0.0
2011,FRO,0.0
2012,FRO,0.0
2013,FRO,0.0
2014,FRO,0.0
2015,FRO,0.0
2016,FRO,0.0
2017,FRO,0.0
2018,FRO,0.0
2019,FRO,0.0
2020,FRO,0.0
2021,FRO,0.0
1995,FSM,0.0
1996,FSM,0.0
1997,FSM,0.0
1998,FSM,0.0
1999,FSM,0.0
2000,FSM,0.0
2001,FSM,0.0
2002,FSM,0.0
2003,FSM,0.0
2004,FSM,0.0
2005,FSM,0.0
2006,FSM,0.0
2007,FSM,0.0
2008,FSM,0.0
2009,FSM,0.0
2010,FSM,0.0
2011,FSM,0.0
2012,FSM,0.0
2013,FSM,0.0
2014,FSM,0.0
2015,FSM,0.0
2016,FSM,0.0
2017,FSM,0.0
2018,FSM,0.0
2019,FSM,0.0
2020,FSM,0.0
2021,FSM,0.0
1995,GAB,0.00197422847403639
1996,GAB,0.00441452653610797
1997,GAB,0.00287139941289329
1998,GAB,0.00271913645283336
1999,GAB,0.00186857858271124
2000,GAB,0.00282179770211503
2001,GAB,0.00281636789165227
2002,GAB,0.00340576058110662
2003,GAB,0.0014152647216675
2004,GAB,0.00486987755999281
2005,GAB,0.00610761767490351
2006,GAB,0.0158394554393069
2007,GAB,0.014988937621301
2008,GAB,0.0157221283268533
2009,GAB,0.0238123847648161
2010,GAB,0.0
2011,GAB,0.0
2012,GAB,0.0746904757982236
2013,GAB,0.0837806526504662
2014,GAB,0.058925077269591
2015,GAB,0.072313371747754
2016,GAB,0.0747484922345399
2017,GAB,0.0557899576814961
2018,GAB,0.00516331578472988
2019,GAB,0.00566241024113415
2020,GAB,0.00793166201333393
2021,GAB,0.0225266342101698
1995,GBR,8.36890901268562e-06
1996,GBR,1.13620971180399e-05
1997,GBR,1.45053996278658e-05
1998,GBR,6.2566887712456e-06
1999,GBR,3.76203130629031e-06
2000,GBR,3.94334534740473e-06
2001,GBR,2.77610073351795e-06
2002,GBR,1.67512617049301e-06
2003,GBR,5.59295680001134e-08
2004,GBR,4.29654039127861e-06
2005,GBR,4.91646277770155e-06
2006,GBR,1.18806174642761e-05
2007,GBR,4.8107654760847e-05
2008,GBR,8.43679789814536e-05
2009,GBR,0.000137437555140938
2010,GBR,0.000162253269509656
2011,GBR,0.000239143061619146
2012,GBR,0.000117447789677093
2013,GBR,3.17743429162238e-05
2014,GBR,0.0
2015,GBR,0.0
2016,GBR,5.89420378084237e-06
2017,GBR,4.65349158266586e-05
2018,GBR,3.82198028919306e-05
2019,GBR,3.7593849036357e-05
2020,GBR,2.82721436331049e-05
2021,GBR,5.75178862952734e-05
1995,GEO,0.201420824545417
1996,GEO,0.128875942672982
1997,GEO,0.1094918807538
1998,GEO,0.0434981957455159
1999,GEO,0.185890910582504
2000,GEO,0.214207470912808
2001,GEO,0.148781045368224
2002,GEO,0.243703085307777
2003,GEO,0.245497425537907
2004,GEO,0.366572655706966
2005,GEO,0.292049856367066
2006,GEO,0.621147145232205
2007,GEO,0.601460731616502
2008,GEO,0.443477423012904
2009,GEO,0.480214838495944
2010,GEO,1.07783217178515
2011,GEO,1.58515953234722
2012,GEO,0.875136343661946
2013,GEO,0.594507804114897
2014,GEO,0.345380979995329
2015,GEO,0.402231830069847
2016,GEO,0.476818037845258
2017,GEO,0.352658665208266
2018,GEO,0.333807032193093
2019,GEO,0.491837981993135
2020,GEO,0.821875756437716
2021,GEO,1.27778979307602
1995,GHA,1.22819736978252
1996,GHA,2.63116103751054
1997,GHA,1.80511321259601
1998,GHA,1.72216238348812
1999,GHA,1.31546159027039
2000,GHA,3.03211311584058
2001,GHA,2.67339483930454
2002,GHA,2.95019670291322
2003,GHA,1.21634094078967
2004,GHA,0.945873447610532
2005,GHA,1.6684537886074
2006,GHA,2.12912560047911
2007,GHA,2.15660916300531
2008,GHA,2.07837946336711
2009,GHA,2.93652371845254
2010,GHA,3.94880910721537
2011,GHA,5.48815061104302
2012,GHA,4.81836140282927
2013,GHA,2.95304965671034
2014,GHA,3.16234383982141
2015,GHA,2.35816739244305
2016,GHA,1.22418164413868
2017,GHA,1.78436553549714
2018,GHA,1.72215924988818
2019,GHA,2.05143894352945
2020,GHA,2.23781040581732
2021,GHA,5.165049712175
1995,GIN,4.60779434441401
1996,GIN,5.2821045766819
1997,GIN,5.01248449836894
1998,GIN,4.40088940292079
1999,GIN,4.20206158948023
2000,GIN,4.9439374279438
2001,GIN,4.45095759724012
2002,GIN,3.31338441080475
2003,GIN,2.73845927583934
2004,GIN,4.03776494947596
2005,GIN,8.09284516659152
2006,GIN,8.79897292709328
2007,GIN,7.51691822703553
2008,GIN,5.79680904242921
2009,GIN,5.6388377407706
2010,GIN,6.68947629723384
2011,GIN,8.30924796317315
2012,GIN,6.51400477548396
2013,GIN,4.67797519156106
2014,GIN,4.87388235079191
2015,GIN,3.63230227317354
2016,GIN,6.85203440170771
2017,GIN,9.82298415674104
2018,GIN,8.20812399586866
2019,GIN,0.0
2020,GIN,0.0
2021,GIN,0.0
1995,GMB,0.0
1996,GMB,0.0
1997,GMB,0.0
1998,GMB,0.0
1999,GMB,0.0
2000,GMB,0.0
2001,GMB,0.0
2002,GMB,0.0
2003,GMB,0.0
2004,GMB,0.0
2005,GMB,0.0
2006,GMB,0.0
2007,GMB,0.0
2008,GMB,0.0
2009,GMB,0.0
2010,GMB,0.0
2011,GMB,0.0
2012,GMB,0.0
2013,GMB,0.0
2014,GMB,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2019,GMB,0.0
2020,GMB,0.0
2021,GMB,0.0
1995,GNB,0.0
1996,GNB,0.0
1997,GNB,0.0
1998,GNB,0.0
1999,GNB,0.0
2000,GNB,0.0
2001,GNB,0.0
2002,GNB,0.0
2003,GNB,0.0
2004,GNB,0.0
2005,GNB,0.0
2006,GNB,0.0
2007,GNB,0.0
2008,GNB,0.0
2009,GNB,0.0
2010,GNB,0.0
2011,GNB,0.0
2012,GNB,0.0
2013,GNB,0.0
2014,GNB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2019,GNB,0.0
2020,GNB,0.0
2021,GNB,0.0
1995,GNQ,0.0
1996,GNQ,0.0
1997,GNQ,0.0
1998,GNQ,0.234911366803675
1999,GNQ,0.100201441525895
2000,GNQ,0.0978975496561164
2001,GNQ,0.0691601506605683
2002,GNQ,0.0718391062881275
2003,GNQ,0.0264932735234888
2004,GNQ,0.00428950795997095
2005,GNQ,0.00474831430110576
2006,GNQ,0.0108120144456804
2007,GNQ,0.00952149026556786
2008,GNQ,0.00826383389348364
2009,GNQ,0.0127965579301832
2010,GNQ,0.0152098871575581
2011,GNQ,0.0192729679767373
2012,GNQ,0.0172020834501826
2013,GNQ,0.0118247399487419
2014,GNQ,0.00973975357181263
2015,GNQ,0.0
2016,GNQ,0.0
2017,GNQ,0.0
2018,GNQ,0.0
2019,GNQ,0.0
2020,GNQ,0.0
2021,GNQ,0.0
1995,GRC,0.013667560391349
1996,GRC,0.0142731310514957
1997,GRC,0.00760497610977559
1998,GRC,0.00285256255645279
1999,GRC,0.0130733115251455
2000,GRC,0.0153684132685933
2001,GRC,0.00788012284436543
2002,GRC,0.00726575635109939
2003,GRC,0.004016950285825
2004,GRC,0.0176382215188187
2005,GRC,0.033665220168605
2006,GRC,0.0994725052701644
2007,GRC,0.200596462916846
2008,GRC,0.0452836856349123
2009,GRC,0.018547926997769
2010,GRC,0.0815059111967258
2011,GRC,0.107676421477661
2012,GRC,0.0843699789694371
2013,GRC,0.0819322955473692
2014,GRC,0.0550189275666598
2015,GRC,0.0239434658567758
2016,GRC,0.043955699592721
2017,GRC,0.0462379501553224
2018,GRC,0.0307808828288998
2019,GRC,0.0201177905783866
2020,GRC,0.0136128575524908
2021,GRC,0.0522192932667737
1995,GRD,0.0
1996,GRD,0.0
1997,GRD,0.0
1998,GRD,0.0
1999,GRD,0.0
2000,GRD,0.0
2001,GRD,0.0
2002,GRD,0.0
2003,GRD,0.0
2004,GRD,0.0
2005,GRD,0.0
2006,GRD,0.0
2007,GRD,0.0
2008,GRD,0.0
2009,GRD,0.0
2010,GRD,0.0
2011,GRD,0.0
2012,GRD,0.0
2013,GRD,0.0
2014,GRD,0.0
2015,GRD,0.0
2016,GRD,0.0
2017,GRD,0.0
2018,GRD,0.0
2019,GRD,0.0
2020,GRD,0.0
2021,GRD,0.0
1995,GRL,0.479617507266306
1996,GRL,0.318340880243805
1997,GRL,0.861887024483636
1998,GRL,0.0
1999,GRL,0.0
2000,GRL,0.0
2001,GRL,0.0
2002,GRL,0.0
2003,GRL,0.0
2004,GRL,0.224900454263183
2005,GRL,0.335434255722259
2006,GRL,0.809512759350298
2007,GRL,0.672343416976473
2008,GRL,0.844947976042771
2009,GRL,0.0
2010,GRL,0.0
2011,GRL,0.114611409396534
2012,GRL,0.353875743048762
2013,GRL,0.0190935869044509
2014,GRL,0.0
2015,GRL,0.0
2016,GRL,0.0
2017,GRL,0.0
2018,GRL,0.0
2019,GRL,0.0
2020,GRL,0.0
1995,GTM,3.84254633929462e-05
1996,GTM,0.000160485395040495
1997,GTM,0.00157919110109773
1998,GTM,0.000822234611916605
1999,GTM,0.0363439837132142
2000,GTM,0.0458793875654051
2001,GTM,0.0202972606620382
2002,GTM,0.0362745745706359
2003,GTM,0.066996009075099
2004,GTM,2.73861117199946e-06
2005,GTM,0.0228390130283717
2006,GTM,0.250265337461358
2007,GTM,0.421525096458179
2008,GTM,0.3597676209962
2009,GTM,0.45768892679544
2010,GTM,0.639559752057951
2011,GTM,1.0915384290228
2012,GTM,0.588477377720357
2013,GTM,0.398206056027916
2014,GTM,1.03378404595208
2015,GTM,0.502096478047234
2016,GTM,0.456913488313399
2017,GTM,0.192918659311507
2018,GTM,0.195643364983056
2019,GTM,0.288723986477922
2020,GTM,0.353522123526446
2021,GTM,1.12230150760647
2002,GUM,0.0
2003,GUM,0.0
2004,GUM,0.0
2005,GUM,0.0
2006,GUM,0.0
2007,GUM,0.0
2008,GUM,0.0
2009,GUM,0.0
2010,GUM,0.0
2011,GUM,0.0
2012,GUM,0.0
2013,GUM,0.0
2014,GUM,0.0
2015,GUM,0.0
2016,GUM,0.0
2017,GUM,0.0
2018,GUM,0.0
2019,GUM,0.0
2020,GUM,0.0
2021,GUM,0.0
1995,GUY,12.7662375235548
1996,GUY,13.5673573847387
1997,GUY,9.81296185128703
1998,GUY,5.50067993513113
1999,GUY,6.13754274306799
2000,GUY,7.51547547185132
2001,GUY,4.42291563437529
2002,GUY,4.51138032814512
2003,GUY,7.44220819895293
2004,GUY,10.9842469120464
2005,GUY,10.2017250727039
2006,GUY,3.86175133853088
2007,GUY,5.09699621189489
2008,GUY,4.96131051237912
2009,GUY,5.63786957071604
2010,GUY,6.67238486380367
2011,GUY,9.77962815865329
2012,GUY,10.6312567656629
2013,GUY,6.92278944223584
2014,GUY,4.09918701066271
2015,GUY,3.16550800328258
2016,GUY,10.5698505108195
2017,GUY,8.2123798509571
2018,GUY,2.2785365578723
2019,GUY,2.42171825040009
2020,GUY,2.65547682074311
2021,GUY,9.37777501563664
1995,HIC,0.0623940471278032
1996,HIC,0.0503235731796177
1997,HIC,0.0492436016080933
1998,HIC,0.0358522158438148
1999,HIC,0.0340610806297862
2000,HIC,0.0404630818148912
2001,HIC,0.0329639319521012
2002,HIC,0.0289160474909147
2003,HIC,0.0323907339356524
2004,HIC,0.0617200358195186
2005,HIC,0.0905956334359531
2006,HIC,0.17823971504297
2007,HIC,0.223398696960375
2008,HIC,0.210832616036728
2009,HIC,0.121729776248625
2010,HIC,0.303314346707002
2011,HIC,0.373396330367617
2012,HIC,0.257231424179695
2013,HIC,0.247539833237994
2014,HIC,0.196292403123221
2015,HIC,0.102036014492383
2016,HIC,0.119179294323576
2017,HIC,0.168017285559584
2018,HIC,0.155569482379053
2019,HIC,0.123238407241415
2020,HIC,0.157018851064424
2021,HIC,0.474268994462915
1995,HKG,0.0
1996,HKG,0.0
1997,HKG,0.0
1998,HKG,0.0
1999,HKG,0.0
2000,HKG,0.0
2001,HKG,0.0
2002,HKG,0.0
2003,HKG,0.0
2004,HKG,0.0
2005,HKG,0.0
2006,HKG,0.0
2007,HKG,0.0
2008,HKG,0.0
2009,HKG,0.0
2010,HKG,0.0
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2020,HKG,0.0
2021,HKG,0.0
1995,HND,0.011840510224681
1996,HND,0.0127051362723109
1997,HND,0.0142353372779557
1998,HND,0.00234945171558126
1999,HND,0.0
2000,HND,0.0
2001,HND,0.122281324946655
2002,HND,0.0393012069447893
2003,HND,0.0
2004,HND,0.0273073731996834
2005,HND,0.1475913596888
2006,HND,0.677902472286333
2007,HND,0.507112945978807
2008,HND,0.126638687227696
2009,HND,0.254646126193676
2010,HND,0.525851263898386
2011,HND,0.287792760238462
2012,HND,0.333385271330321
2013,HND,0.074510080655601
2014,HND,0.263917349180621
2015,HND,0.117103934760925
2016,HND,0.161443706654027
2017,HND,0.135931983418249
2018,HND,0.000178346864611042
2019,HND,0.000553274404353355
2020,HND,0.000761747606675296
2021,HND,0.384580133990368
1995,HPC,0.407926418490051
1996,HPC,0.473573912737239
1997,HPC,0.393653096531954
1998,HPC,0.284097953729759
1999,HPC,0.247644527401997
2000,HPC,0.314819896611222
2001,HPC,0.349693462248406
2002,HPC,0.395684187664
2003,HPC,0.272555009699611
2004,HPC,0.435816689577849
2005,HPC,0.713185291691533
2006,HPC,1.5538811507632
2007,HPC,1.5830710169094
2008,HPC,1.44731014248937
2009,HPC,1.29923984695872
2010,HPC,2.07290979727817
2011,HPC,2.89249953256932
2012,HPC,2.4931403791091
2013,HPC,1.99375985633507
2014,HPC,1.55394975215894
2015,HPC,0.929611490182266
2016,HPC,1.08578837039769
2017,HPC,1.45654761336395
2018,HPC,1.45417650965122
2019,HPC,1.00403494046362
2020,HPC,1.38294131397145
2021,HPC,5.12534520805607
1995,HRV,4.34192675540954e-05
1996,HRV,0.0
1997,HRV,0.0
1998,HRV,0.0
1999,HRV,0.0
2000,HRV,0.0
2001,HRV,0.0
2002,HRV,0.0
2003,HRV,0.0
2004,HRV,0.0
2005,HRV,0.0
2006,HRV,0.0
2007,HRV,0.0
2008,HRV,0.0
2009,HRV,1.1239374783111e-05
2010,HRV,5.91090700556906e-05
2011,HRV,0.000143807176916117
2012,HRV,0.000148656652477393
2013,HRV,0.000177669439351041
2014,HRV,0.000183009036417709
2015,HRV,0.000260731871048492
2016,HRV,0.00021564799047202
2017,HRV,0.000352999675433414
2018,HRV,0.000304050965583092
2019,HRV,0.0
2020,HRV,0.0
2021,HRV,0.0
1995,HTI,0.0
1996,HTI,0.0
1997,HTI,0.0
1998,HTI,0.0
1999,HTI,0.0
2000,HTI,0.0
2001,HTI,0.0
2002,HTI,0.0
2003,HTI,0.0
2004,HTI,0.0
2005,HTI,0.0
2006,HTI,0.0
2007,HTI,0.0
2008,HTI,0.0
2009,HTI,0.0
2010,HTI,0.0
2011,HTI,0.0
2012,HTI,0.0
2013,HTI,0.0
2014,HTI,0.0
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2019,HTI,0.0
2020,HTI,0.0
2021,HTI,0.0
1995,HUN,0.0153325048821211
1996,HUN,0.0188782640860743
1997,HUN,0.00760086751121123
1998,HUN,0.00252742203607781
1999,HUN,0.0
2000,HUN,0.00165012313788559
2001,HUN,0.0
2002,HUN,0.0
2003,HUN,0.0
2004,HUN,0.00207257276632903
2005,HUN,0.00311485971285504
2006,HUN,0.00648296424099173
2007,HUN,0.00715908321329908
2008,HUN,0.003015561402601
2009,HUN,0.00185520448494024
2010,HUN,0.00263469386517703
2011,HUN,0.00162691599029336
2012,HUN,0.00113372294243201
2013,HUN,0.000516468180540356
2014,HUN,5.93708878299346e-05
2015,HUN,2.99051954811002e-05
2016,HUN,7.17432846628698e-05
2017,HUN,0.000150830786578017
2018,HUN,2.75405794398869e-05
2019,HUN,0.0
2020,HUN,0.0
2021,HUN,0.0
1995,IBD,0.37650269448554
1996,IBD,0.312700393246723
1997,IBD,0.268578337897502
1998,IBD,0.296712215926496
1999,IBD,0.287698261199869
2000,IBD,0.273655541214157
2001,IBD,0.228156605997853
2002,IBD,0.242416424309033
2003,IBD,0.240509350547809
2004,IBD,0.407461820037741
2005,IBD,0.71992961452971
2006,IBD,1.15901755601633
2007,IBD,1.65101851616503
2008,IBD,1.60813028720396
2009,IBD,0.865720573688015
2010,IBD,1.6194591068844
2011,IBD,1.82912837384373
2012,IBD,0.997358140057654
2013,IBD,0.8627071050414
2014,IBD,0.588419158099489
2015,IBD,0.347090963790678
2016,IBD,0.403743078497145
2017,IBD,0.504217487417702
2018,IBD,0.462768192999371
2019,IBD,0.407736919757265
2020,IBD,0.437330456480091
2021,IBD,1.28974245045982
1995,IBT,0.372837509270914
1996,IBT,0.309806465246055
1997,IBT,0.262807850247947
1998,IBT,0.28473653997725
1999,IBT,0.27442042170857
2000,IBT,0.264652359798558
2001,IBT,0.221268604817472
2002,IBT,0.237295372520991
2003,IBT,0.23303656465641
2004,IBT,0.394193600341246
2005,IBT,0.68747481913089
2006,IBT,1.11910187199879
2007,IBT,1.5731765940574
2008,IBT,1.53404498026642
2009,IBT,0.848554936391925
2010,IBT,1.57195660360558
2011,IBT,1.80586370563765
2012,IBT,1.01293285853445
2013,IBT,0.870107075395856
2014,IBT,0.598698946029568
2015,IBT,0.359038410733213
2016,IBT,0.421633383147939
2017,IBT,0.529115033625731
2018,IBT,0.489364654499537
2019,IBT,0.420115209292032
2020,IBT,0.4599368346102
2021,IBT,1.35562866266768
1995,IDA,0.327336316915579
1996,IDA,0.274877677814732
1997,IDA,0.191920616544868
1998,IDA,0.144913517275226
1999,IDA,0.127891264913603
2000,IDA,0.167336192220932
2001,IDA,0.146074470730022
2002,IDA,0.184843845336863
2003,IDA,0.155808439274809
2004,IDA,0.254943033077879
2005,IDA,0.339358643347515
2006,IDA,0.694236461376168
2007,IDA,0.693015984529079
2008,IDA,0.702757791231835
2009,IDA,0.660989536974057
2010,IDA,1.02553713073006
2011,IDA,1.49448101485011
2012,IDA,1.22367329844002
2013,IDA,0.967059536524146
2014,IDA,0.727832404250484
2015,IDA,0.501525841181664
2016,IDA,0.632691924632297
2017,IDA,0.838892584254977
2018,IDA,0.82875851300199
2019,IDA,0.579233056158445
2020,IDA,0.741150461773667
2021,IDA,2.24819572086701
1995,IDB,0.562903969989702
1996,IDB,0.375007660683209
1997,IDB,0.217807571425919
1998,IDB,0.129493516250483
1999,IDB,0.105558254482161
2000,IDB,0.157512026076286
2001,IDB,0.0792436941319661
2002,IDB,0.137940004357858
2003,IDB,0.146659030662903
2004,IDB,0.269706397495145
2005,IDB,0.259682628496308
2006,IDB,0.49922150544463
2007,IDB,0.482432020026323
2008,IDB,0.515627112935566
2009,IDB,0.53819652598144
2010,IDB,0.878118422611236
2011,IDB,1.055235767646
2012,IDB,0.796632166366181
2013,IDB,0.511889988685969
2014,IDB,0.381110480137502
2015,IDB,0.327425276604501
2016,IDB,0.504161219318068
2017,IDB,0.656337212805789
2018,IDB,0.666426819838132
2019,IDB,0.423929996269898
2020,IDB,0.528960448643162
2021,IDB,1.02626825482992
1995,IDN,0.708278556583866
1996,IDN,0.630982423330039
1997,IDN,0.554171678420157
1998,IDN,1.35634319697773
1999,IDN,0.9772461126023
2000,IDN,0.990349937041244
2001,IDN,0.968409758353021
2002,IDN,0.856603744414542
2003,IDN,0.918755262552855
2004,IDN,1.01171111673856
2005,IDN,1.58686660914769
2006,IDN,1.77357767480631
2007,IDN,2.65498357606547
2008,IDN,1.02468839771291
2009,IDN,1.41195377994442
2010,IDN,1.51452958965276
2011,IDN,1.37848884835229
2012,IDN,0.577088878511745
2013,IDN,0.720021093755813
2014,IDN,0.291031667870561
2015,IDN,0.23191256139581
2016,IDN,0.325598442301629
2017,IDN,0.338696264430664
2018,IDN,0.664931025171148
2019,IDN,0.527633581615829
2020,IDN,0.472187315251355
2021,IDN,1.90957956113463
1995,IDX,0.173227844500686
1996,IDX,0.211252671196446
1997,IDX,0.176001490146397
1998,IDX,0.153894861119708
1999,IDX,0.141184442115134
2000,IDX,0.173433876188717
2001,IDX,0.186891847264323
2002,IDX,0.214709963874638
2003,IDX,0.161729963493549
2004,IDX,0.244819049506936
2005,IDX,0.396122340266111
2006,IDX,0.846388203316035
2007,IDX,0.853261721932904
2008,IDX,0.839677305606903
2009,IDX,0.7436527640018
2010,IDX,1.12825162057628
2011,IDX,1.87567941110198
2012,IDX,1.63022044844794
2013,IDX,1.3994993759658
2014,IDX,1.06312229874269
2015,IDX,0.659568894548085
2016,IDX,0.737176347937449
2017,IDX,0.971477983112076
2018,IDX,0.957868403557405
2019,IDX,0.698566249375717
2020,IDX,0.895195807830717
2021,IDX,3.14862887121744
1995,IMN,0.0
1996,IMN,0.0
1997,IMN,0.0
1998,IMN,0.0
1999,IMN,0.0
2000,IMN,0.0
2001,IMN,0.0
2002,IMN,0.0
2003,IMN,0.0
2004,IMN,0.0
2005,IMN,0.0
2006,IMN,0.0
2007,IMN,0.0
2008,IMN,0.0
2009,IMN,0.0
2010,IMN,0.0
2011,IMN,0.0
2012,IMN,0.0
2013,IMN,0.0
2014,IMN,0.0
2015,IMN,0.0
2016,IMN,0.0
2017,IMN,0.0
2018,IMN,0.0
2019,IMN,0.0
1995,IND,0.219173334899465
1996,IND,0.23367730443663
1997,IND,0.223190170888022
1998,IND,0.362647792725635
1999,IND,0.266885431222738
2000,IND,0.261484986654409
2001,IND,0.281168418270262
2002,IND,0.273599724435957
2003,IND,0.240792185441215
2004,IND,0.304343548351911
2005,IND,0.839983093989034
2006,IND,1.01880931000453
2007,IND,1.70049664592402
2008,IND,2.27976069077449
2009,IND,0.936378160326233
2010,IND,1.51316086876236
2011,IND,1.42378541419491
2012,IND,0.765651522424161
2013,IND,0.89395152707577
2014,IND,0.536394962114999
2015,IND,0.285905510479196
2016,IND,0.356697463670271
2017,IND,0.457790108813118
2018,IND,0.432284884211342
2019,IND,0.649451614747357
2020,IND,0.686623320605056
2021,IND,1.31522382631184
1995,IRL,0.0
1996,IRL,0.0
1997,IRL,0.0335203001724742
1998,IRL,0.0
1999,IRL,0.0
2000,IRL,0.0239798475453334
2001,IRL,0.0
2002,IRL,0.0
2003,IRL,0.0
2004,IRL,0.0260653918662168
2005,IRL,0.0420519559660556
2006,IRL,0.280174684326165
2007,IRL,0.260729177786261
2008,IRL,0.00650678978560513
2009,IRL,0.0188187699584014
2010,IRL,0.0718400315222618
2011,IRL,0.0610901916177201
2012,IRL,0.0239662720459509
2013,IRL,0.00433097966380148
2014,IRL,0.00839518763698245
2015,IRL,0.000547335007321291
2016,IRL,0.0105176701404183
2017,IRL,0.0415780081021837
2018,IRL,0.0308572920472918
2019,IRL,0.011872052090784
2020,IRL,0.0101375129035784
2021,IRL,0.0362496707797038
1995,IRN,0.250011477194448
1996,IRN,0.109188225751502
1997,IRN,0.127055091970103
1998,IRN,0.130487529657237
1999,IRN,0.09776074349142
2000,IRN,0.0843084131247478
2001,IRN,0.0742215523232544
2002,IRN,0.0781738137360549
2003,IRN,0.0568901028390886
2004,IRN,0.187668538111119
2005,IRN,0.399231467997184
2006,IRN,0.733376016232142
2007,IRN,1.04037894076244
2008,IRN,1.05351568532114
2009,IRN,0.472460550405355
2010,IRN,0.952827159850501
2011,IRN,1.04689385094231
2012,IRN,0.668779628211241
2013,IRN,0.95144936458257
2014,IRN,0.632030591810473
2015,IRN,0.323113318442047
2016,IRN,0.3203618349802
2017,IRN,0.498537165708424
2018,IRN,0.743592034577805
2019,IRN,0.875208744950145
2020,IRN,1.44882935675929
2021,IRN,3.355880410138
1995,IRQ,0.0
1996,IRQ,0.0
1997,IRQ,0.0
1998,IRQ,0.0
1999,IRQ,0.0
2000,IRQ,0.0
2001,IRQ,0.0
2002,IRQ,0.0
2003,IRQ,0.0
2004,IRQ,0.0
2005,IRQ,0.0
2006,IRQ,0.0
2007,IRQ,0.00313253269755525
2008,IRQ,0.00163471121251792
2009,IRQ,0.00405987304396632
2010,IRQ,0.0046376301070444
2011,IRQ,0.0120887266276967
2012,IRQ,0.0134283036554794
2013,IRQ,0.00776847950496444
2014,IRQ,0.000455788505509303
2015,IRQ,0.0
2016,IRQ,0.0
2017,IRQ,0.0
2018,IRQ,0.0
2019,IRQ,0.0
2020,IRQ,0.0
2021,IRQ,0.0
1995,ISL,0.0
1996,ISL,0.0
1997,ISL,0.0
1998,ISL,0.0
1999,ISL,0.0
2000,ISL,0.0
2001,ISL,0.0
2002,ISL,0.0
2003,ISL,0.0
2004,ISL,0.0
2005,ISL,0.0
2006,ISL,0.0
2007,ISL,0.0
2008,ISL,0.0
2009,ISL,0.0
2010,ISL,0.0
2011,ISL,0.0
2012,ISL,0.0
2013,ISL,0.0
2014,ISL,0.0
2015,ISL,0.0
2016,ISL,0.0
2017,ISL,0.0
2018,ISL,0.0
2019,ISL,0.0
2020,ISL,0.0
2021,ISL,0.0
1995,ISR,0.0
1996,ISR,0.0
1997,ISR,0.0
1998,ISR,0.0
1999,ISR,0.0
2000,ISR,0.0
2001,ISR,0.0
2002,ISR,0.0
2003,ISR,0.0
2004,ISR,0.0
2005,ISR,0.0
2006,ISR,0.0165966786205587
2007,ISR,0.0342156196028174
2008,ISR,0.281737480720263
2009,ISR,0.223473116088676
2010,ISR,0.0871568516301515
2011,ISR,0.146517470239984
2012,ISR,0.187887769940001
2013,ISR,0.0932339250177094
2014,ISR,0.0619925007019844
2015,ISR,0.0788494291706891
2016,ISR,0.066432896904465
2017,ISR,0.0422359233764264
2018,ISR,0.0347299572280426
2019,ISR,0.0
2020,ISR,0.0
2021,ISR,0.0
1995,ITA,0.000280050703479405
1996,ITA,0.000153061044780773
1997,ITA,0.000268817529510026
1998,ITA,0.000140238066387448
1999,ITA,0.000159904927777932
2000,ITA,0.000138489874672659
2001,ITA,8.13094399256068e-05
2002,ITA,0.000111914917798999
2003,ITA,9.0730557573966e-05
2004,ITA,3.62817529711905e-05
2005,ITA,3.86168726856572e-05
2006,ITA,9.83591242189987e-05
2007,ITA,0.000222739039378522
2008,ITA,0.000264087389232099
2009,ITA,0.000354765737734252
2010,ITA,0.000476899271238986
2011,ITA,0.000618004516534147
2012,ITA,0.0
2013,ITA,0.0
2014,ITA,0.0
2015,ITA,0.0
2016,ITA,0.0
2017,ITA,0.0
2018,ITA,0.0
2019,ITA,0.0
2020,ITA,0.0
2021,ITA,0.0
1995,JAM,2.24031058755383
1996,JAM,2.57387221834593
1997,JAM,1.94171847323339
1998,JAM,1.68518755072021
1999,JAM,1.31616355063622
2000,JAM,1.36817354519982
2001,JAM,1.39684596061856
2002,JAM,1.02073146319649
2003,JAM,0.966323422371571
2004,JAM,1.62871802800372
2005,JAM,1.89923424109251
2006,JAM,2.54906659371791
2007,JAM,2.75727324751523
2008,JAM,1.82211040570747
2009,JAM,1.15247528096594
2010,JAM,1.20174205243424
2011,JAM,1.54488723432413
2012,JAM,1.16196916064023
2013,JAM,1.09261847262838
2014,JAM,1.09503492944202
2015,JAM,1.05145271082101
