year,iso3c,mineral_rent
1999,PSS,0.383747367467235
2000,PSS,0.254448781069628
2001,PSS,0.235100177657124
2002,PSS,0.275214406220535
2003,PSS,0.26127351324776
2004,PSS,0.292394435451701
2005,PSS,0.274422066034739
2006,PSS,0.274720222841362
2007,PSS,0.119157772482431
2008,PSS,0.137239650146121
2009,PSS,0.268472698584062
2010,PSS,0.559265302689891
2011,PSS,1.15278822821402
2012,PSS,1.27798845104041
2013,PSS,0.648105748997558
2014,PSS,0.399957339057334
2015,PSS,0.197317670883139
2016,PSS,0.214031269668439
2017,PSS,0.422078311308347
2018,PSS,0.407573125086059
2019,PSS,0.159621687794974
2020,PSS,0.225631846654843
2021,PSS,0.510258526415551
1995,PST,0.0455585651894031
1996,PST,0.0370264535452376
1997,PST,0.0343379255274897
1998,PST,0.0309758883809675
1999,PST,0.0260934864468595
2000,PST,0.0276651966216641
2001,PST,0.024875235836308
2002,PST,0.0222948527658753
2003,PST,0.0217825239073883
2004,PST,0.0351391313415758
2005,PST,0.0637585628925634
2006,PST,0.114023803341992
2007,PST,0.169689017552497
2008,PST,0.180790955792107
2009,PST,0.0938106834699283
2010,PST,0.239915916248589
2011,PST,0.296415186142602
2012,PST,0.198533667420941
2013,PST,0.198392419045578
2014,PST,0.148846288690465
2015,PST,0.0820758481516816
2016,PST,0.0983912239102144
2017,PST,0.128054111825964
2018,PST,0.112766853812234
2019,PST,0.120314145201148
2020,PST,0.142587509291475
2021,PST,0.419564856799398
1995,PYF,0.0
1996,PYF,0.0
1997,PYF,0.0
1998,PYF,0.0
1999,PYF,0.0
2000,PYF,0.0
2001,PYF,0.0
2002,PYF,0.0
2003,PYF,0.0
2004,PYF,0.0
2005,PYF,0.0
2006,PYF,0.0
2007,PYF,0.0
2008,PYF,0.0
2009,PYF,0.0
2010,PYF,0.0
2011,PYF,0.0
2012,PYF,0.0
2013,PYF,0.0
2014,PYF,0.0
2015,PYF,0.0
2016,PYF,0.0
2017,PYF,0.0
2018,PYF,0.0
2019,PYF,0.0
2020,PYF,0.0
2021,PYF,0.0
1995,QAT,0.0
1996,QAT,0.0
1997,QAT,0.0
1998,QAT,0.0
1999,QAT,0.0
2000,QAT,0.0
2001,QAT,0.0
2002,QAT,0.0
2003,QAT,0.0
2004,QAT,0.0
2005,QAT,0.0
2006,QAT,0.0
2007,QAT,0.0
2008,QAT,0.0
2009,QAT,0.0
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.0
2018,QAT,0.0
2019,QAT,0.0
2020,QAT,0.0
2021,QAT,0.0
1995,ROU,0.155123724238432
1996,ROU,0.101382831276475
1997,ROU,0.0856087440476285
1998,ROU,0.0307400360666401
1999,ROU,0.0312478157386531
2000,ROU,0.03351046349024
2001,ROU,0.0220957457570071
2002,ROU,0.0251304714744448
2003,ROU,0.0296295583294492
2004,ROU,0.0462987311961668
2005,ROU,0.0318115978351158
2006,ROU,0.0565646478510227
2007,ROU,0.00908548186750492
2008,ROU,0.00339241051765773
2009,ROU,0.00985635871247694
2010,ROU,0.136427208896023
2011,ROU,0.188408064122911
2012,ROU,0.130509424315092
2013,ROU,0.115814524516492
2014,ROU,0.0966669754878151
2015,ROU,0.0323715054018045
2016,ROU,0.0527688284676908
2017,ROU,0.0800723748127929
2018,ROU,0.0697675668177608
2019,ROU,0.0115879204859995
2020,ROU,0.0124065679182321
2021,ROU,0.0348196818124865
1995,RUS,0.603209971025087
1996,RUS,0.442208693287412
1997,RUS,0.299310892440101
1998,RUS,0.61524291861154
1999,RUS,1.04095627627957
2000,RUS,0.833857339720371
2001,RUS,0.483078548242046
2002,RUS,0.496310313770547
2003,RUS,0.361866933813302
2004,RUS,0.380227521440975
2005,RUS,0.562873173871561
2006,RUS,0.953377681300224
2007,RUS,1.35678270433092
2008,RUS,0.909958056449626
2009,RUS,0.74136400520147
2010,RUS,1.1393877427442
2011,RUS,1.08841203576658
2012,RUS,0.831686056311716
2013,RUS,0.653521828265251
2014,RUS,0.582569507800105
2015,RUS,0.71789167494499
2016,RUS,0.826477519834601
2017,RUS,0.69351092236867
2018,RUS,0.733408264014736
2019,RUS,0.761369930033653
2020,RUS,0.997039546903884
2021,RUS,2.05397196912409
1995,RWA,0.00281109255202412
1996,RWA,0.00025977261411658
1997,RWA,0.00118011937662499
1998,RWA,0.00148826836737808
1999,RWA,0.000577415187820632
2000,RWA,0.000990536748657988
2001,RWA,0.00102826299761924
2002,RWA,0.0013211791143458
2003,RWA,0.000616043295901575
2004,RWA,0.000265501851579241
2005,RWA,0.000665315751225428
2006,RWA,0.00273727886477009
2007,RWA,0.106579378441798
2008,RWA,0.257801511307047
2009,RWA,0.0816438315437081
2010,RWA,0.575061114877617
2011,RWA,1.06460898513878
2012,RWA,0.37926010829921
2013,RWA,0.401065765791541
2014,RWA,0.416449239801836
2015,RWA,0.0736384058837602
2016,RWA,0.137894678356137
2017,RWA,0.258148478489923
2018,RWA,0.184126157124163
2019,RWA,0.0
2020,RWA,0.0
2021,RWA,0.0
1995,SAS,0.166698309021125
1996,SAS,0.176336155379818
1997,SAS,0.169582660768003
1998,SAS,0.275309662831047
1999,SAS,0.206010497580172
2000,SAS,0.195566033719723
2001,SAS,0.212677100142196
2002,SAS,0.207997726600835
2003,SAS,0.185316749681402
2004,SAS,0.237544777278312
2005,SAS,0.659021680040161
2006,SAS,0.80825957875053
2007,SAS,1.38255112492327
2008,SAS,1.79644399656928
2009,SAS,0.7508939631491
2010,SAS,1.23669690987753
2011,SAS,1.14797844566079
2012,SAS,0.613794525130891
2013,SAS,0.706208605476219
2014,SAS,0.425113936982074
2015,SAS,0.223999520972878
2016,SAS,0.273677313145438
2017,SAS,0.356634693518594
2018,SAS,0.33427390936055
2019,SAS,0.506856357767269
2020,SAS,0.528254161502778
2021,SAS,1.02761146366113
1995,SAU,0.0242519727340006
1996,SAU,0.0199557934635404
1997,SAU,0.0129484827566946
1998,SAU,0.0024141370244178
1999,SAU,0.000332383796692735
2000,SAU,0.000106454883501944
2001,SAU,1.52715013898513e-05
2002,SAU,0.000963821463127206
2003,SAU,3.462289078431e-05
2004,SAU,0.0222226162592256
2005,SAU,0.0178814243562892
2006,SAU,0.0196205659396311
2007,SAU,0.018455038452227
2008,SAU,0.0179371722955883
2009,SAU,0.0238164313126234
2010,SAU,0.0473655346027749
2011,SAU,0.0546789486662375
2012,SAU,0.0927901295606235
2013,SAU,0.0634664303649237
2014,SAU,0.0507783297903696
2015,SAU,0.0550856553558218
2016,SAU,0.0450060311490432
2017,SAU,0.0645564425307326
2018,SAU,0.0783963800246007
2019,SAU,0.0427233495760674
2020,SAU,0.0606480395497332
2021,SAU,0.162202190483481
1995,SDN,0.0374168773058703
1996,SDN,0.179183167438793
1997,SDN,0.0851839834649245
1998,SDN,0.0877882862924874
1999,SDN,0.0648584833287595
2000,SDN,0.0964740807339254
2001,SDN,0.0697188457262011
2002,SDN,0.0751095677812848
2003,SDN,0.0310655691038779
2004,SDN,0.023850371449324
2005,SDN,0.0202861368493205
2006,SDN,0.0384846489536759
2007,SDN,0.0639727764371204
2008,SDN,0.0945043105902982
2009,SDN,0.245947626315176
2010,SDN,0.449732786963216
2011,SDN,0.629015262131773
2012,SDN,1.41749339666486
2013,SDN,1.38707751093956
2014,SDN,1.0255230871143
2015,SDN,0.778094847237986
2016,SDN,0.937478743020185
2017,SDN,0.701729140938244
2018,SDN,0.0481267522489851
2019,SDN,2.6603925444244
2020,SDN,4.04469081142508
2021,SDN,6.63404867647466
1995,SEN,0.0
1996,SEN,0.0
1997,SEN,0.0198921988805886
1998,SEN,0.0147236990124911
1999,SEN,0.0103840902281008
2000,SEN,0.018732296161395
2001,SEN,0.017080646509129
2002,SEN,0.0203776846110676
2003,SEN,0.0082579832528493
2004,SEN,0.0402965880922636
2005,SEN,0.0736452799693719
2006,SEN,0.0979966693327627
2007,SEN,0.150609844659604
2008,SEN,0.82216135889135
2009,SEN,1.56665865126879
2010,SEN,0.898923439831742
2011,SEN,1.49342296127782
2012,SEN,2.38937167981815
2013,SEN,1.02539635567074
2014,SEN,0.690773728566576
2015,SEN,0.752489603036841
2016,SEN,1.31532505717243
2017,SEN,0.754693543160956
2018,SEN,1.17295885557349
2019,SEN,1.19446058789007
2020,SEN,1.26840418238743
2021,SEN,2.89566328207721
1995,SGP,0.0
1996,SGP,0.0
1997,SGP,0.0
1998,SGP,0.0
1999,SGP,0.0
2000,SGP,0.0
2001,SGP,0.0
2002,SGP,0.0
2003,SGP,0.0
2004,SGP,0.0
2005,SGP,0.0
2006,SGP,0.0
2007,SGP,0.0
2008,SGP,0.0
2009,SGP,0.0
2010,SGP,0.0
2011,SGP,0.0
2012,SGP,0.0
2013,SGP,0.0
2014,SGP,0.0
2015,SGP,0.0
2016,SGP,0.0
2017,SGP,0.0
2018,SGP,0.0
2019,SGP,0.0
2020,SGP,0.0
2021,SGP,0.0
1995,SLB,0.0174809884005694
1996,SLB,0.0122218827238389
1997,SLB,0.00921393020576348
1998,SLB,0.655764924116468
1999,SLB,1.23154793715376
2000,SLB,0.172246350023643
2001,SLB,0.139387526094388
2002,SLB,0.0732752389497082
2003,SLB,0.0785903922855875
2004,SLB,0.00808804616293858
2005,SLB,0.00822742939148827
2006,SLB,0.0127538137222213
2007,SLB,0.0
2008,SLB,0.0
2009,SLB,0.221742718383816
2010,SLB,0.270417997934231
2011,SLB,4.65780229000986
2012,SLB,5.01256212850698
2013,SLB,2.61952290857169
2014,SLB,1.40611631716325
2015,SLB,0.245768647711675
2016,SLB,0.199332427553373
2017,SLB,1.66447610396846
2018,SLB,1.59303412942373
2019,SLB,0.0
2020,SLB,0.0
2021,SLB,0.0
1995,SLE,0.0
1996,SLE,0.0421853261753
1997,SLE,0.116604705695532
1998,SLE,0.0038852700533311
1999,SLE,0.0
2000,SLE,0.0
2001,SLE,0.0
2002,SLE,0.0
2003,SLE,0.0
2004,SLE,0.00235106348064958
2005,SLE,0.00626475483314126
2006,SLE,1.02927800122216
2007,SLE,1.24159007399285
2008,SLE,0.591933334052898
2009,SLE,0.500636878375647
2010,SLE,0.788592224098939
2011,SLE,1.23520859523199
2012,SLE,1.00830203902401
2013,SLE,0.185586816745529
2014,SLE,0.279602312373001
2015,SLE,0.757071864054995
2016,SLE,2.79625473744142
2017,SLE,3.66585952113801
2018,SLE,0.862157879433553
2019,SLE,0.0175790442818519
2020,SLE,0.00418523149952889
2021,SLE,0.212781118346023
1995,SLV,0.0
1996,SLV,0.0
1997,SLV,0.00285950426831033
1998,SLV,0.000893523715017391
1999,SLV,0.000927979753933773
2000,SLV,0.0
2001,SLV,0.0
2002,SLV,0.0
2003,SLV,0.0
2004,SLV,0.0
2005,SLV,0.0
2006,SLV,0.0
2007,SLV,0.0
2008,SLV,0.0
2009,SLV,0.0
2010,SLV,0.0
2011,SLV,0.0
2012,SLV,0.0
2013,SLV,0.0
2014,SLV,0.0
2015,SLV,0.0
2016,SLV,0.0
2017,SLV,0.0
2018,SLV,0.0
2019,SLV,0.0
2020,SLV,0.0
2021,SLV,0.0
1999,SMR,0.0
2000,SMR,0.0
2001,SMR,0.0
2002,SMR,0.0
2003,SMR,0.0
2004,SMR,0.0
2005,SMR,0.0
2006,SMR,0.0
2007,SMR,0.0
2008,SMR,0.0
2009,SMR,0.0
2010,SMR,0.0
2011,SMR,0.0
2012,SMR,0.0
2013,SMR,0.0
2014,SMR,0.0
2015,SMR,0.0
2016,SMR,0.0
2017,SMR,0.0
2018,SMR,0.0
2019,SMR,0.0
2020,SMR,0.0
2013,SOM,0.0
2014,SOM,0.0
2015,SOM,0.0
2016,SOM,0.0
2017,SOM,0.0
2018,SOM,0.0
2019,SOM,0.0
2020,SOM,0.0
2021,SOM,0.0
1995,SRB,0.0
1996,SRB,0.0
1997,SRB,0.0
1998,SRB,0.0
1999,SRB,0.0
2000,SRB,0.0
2001,SRB,0.0
2002,SRB,0.0
2003,SRB,0.00155994138882424
2004,SRB,0.0547184954999672
2005,SRB,0.0616910659324537
2006,SRB,0.161620937150267
2007,SRB,0.171042592555019
2008,SRB,0.121665433987474
2009,SRB,0.131144195681329
2010,SRB,0.366597837488056
2011,SRB,0.595011253375278
2012,SRB,0.562233899402865
2013,SRB,0.377876189506185
2014,SRB,0.412148964148292
2015,SRB,0.231885105449282
2016,SRB,0.308150364493211
2017,SRB,0.468949549014734
2018,SRB,0.344671583558905
2019,SRB,0.159566394402636
2020,SRB,0.187023942468528
2021,SRB,0.658642951066822
1995,SSA,0.470943024773334
1996,SSA,0.734449965820268
1997,SSA,0.495869046507817
1998,SSA,0.372548217490279
1999,SSA,0.274300222295315
2000,SSA,0.409540753127559
2001,SSA,0.427296813544761
2002,SSA,0.480011882648444
2003,SSA,0.193087622036035
2004,SSA,0.316975644475913
2005,SSA,0.545525763760879
2006,SSA,0.957419877125634
2007,SSA,1.12390411189331
2008,SSA,1.13380788807368
2009,SSA,0.841890220290812
2010,SSA,1.34728637171956
2011,SSA,1.63931524262208
2012,SSA,1.32702441180268
2013,SSA,1.15572389455653
2014,SSA,0.835922083674658
2015,SSA,0.482682273369056
2016,SSA,0.661341278769485
2017,SSA,0.843202613443657
2018,SSA,0.753462174537021
2019,SSA,0.765209923026745
2020,SSA,0.951102071698957
2021,SSA,3.12230868714541
2008,SSD,0.0
2009,SSD,0.0
2010,SSD,0.0
2011,SSD,0.0
2012,SSD,0.0
2013,SSD,0.0140851331829675
2014,SSD,0.0151831349796523
2015,SSD,0.0133266931516145
1995,SSF,0.470296673112368
1996,SSF,0.733494103504176
1997,SSF,0.495173339442381
1998,SSF,0.371964562094758
1999,SSF,0.273864449174341
2000,SSF,0.408936995717007
2001,SSF,0.426630529720131
2002,SSF,0.479241815771301
2003,SSF,0.192839070244094
2004,SSF,0.31658510875768
2005,SSF,0.544906280732592
2006,SSF,0.956402822327775
2007,SSF,1.12285622819449
2008,SSF,1.13294527796995
2009,SSF,0.84130677026721
2010,SSF,1.34638728658297
2011,SSF,1.63824995806719
2012,SSF,1.32619804687117
2013,SSF,1.15487717088634
2014,SSF,0.835309581020706
2015,SSF,0.482277392289938
2016,SSF,0.660712301255995
2017,SSF,0.842421544992079
2018,SSF,0.752764689521843
2019,SSF,0.764489249705781
2020,SSF,0.950398457185616
2021,SSF,3.11993493387793
1995,SST,0.376364218829738
1996,SST,0.370953708943361
1997,SST,0.315186790079183
1998,SST,0.22687651279758
1999,SST,0.219416951219839
2000,SST,0.255737020688244
2001,SST,0.179395333398666
2002,SST,0.127275819200677
2003,SST,0.17485799079407
2004,SST,0.279883862689973
2005,SST,0.279825469917905
2006,SST,0.477184093640527
2007,SST,0.561311183596723
2008,SST,0.257606880856162
2009,SST,0.248991147065437
2010,SST,0.385011143178336
2011,SST,0.431349702946456
2012,SST,0.438601861576185
2013,SST,0.277924974619126
2014,SST,0.165718234796255
2015,SST,0.115839706914267
2016,SST,0.267062764854606
2017,SST,0.306144430111218
2018,SST,0.0916820321338789
2019,SST,0.0499687883595813
2020,SST,0.0642872532439623
2021,SST,0.232103272720254
2001,STP,0.0
2002,STP,0.0
2003,STP,0.0
2004,STP,0.0
2005,STP,0.0
2006,STP,0.0
2007,STP,0.0
2008,STP,0.0
2009,STP,0.0
2010,STP,0.0
2011,STP,0.0
2012,STP,0.0
2013,STP,0.0
2014,STP,0.0
2015,STP,0.0
2016,STP,0.0
2017,STP,0.0
2018,STP,0.0
2019,STP,0.0
2020,STP,0.0
2021,STP,0.0
1995,SUR,4.85812768104103
1996,SUR,4.99641888038689
1997,SUR,3.70314860633004
1998,SUR,2.27588117598258
1999,SUR,2.05472681241014
2000,SUR,2.29570986124248
2001,SUR,2.59158253077232
2002,SUR,0.806549725816622
2003,SUR,0.540561354718122
2004,SUR,2.14606258880203
2005,SUR,6.22665126158148
2006,SUR,4.98891549688092
2007,SUR,5.68559354253548
2008,SUR,5.15410720267858
2009,SUR,6.32960356067876
2010,SUR,15.8268075926677
2011,SUR,21.8087684433287
2012,SUR,20.4115806580609
2013,SUR,12.964995495585
2014,SUR,6.09326812853332
2015,SUR,1.60688468256807
2016,SUR,10.6215455975275
2017,SUR,13.5863756645371
2018,SUR,0.0
2019,SUR,0.0
2020,SUR,0.0
2021,SUR,0.0
1995,SVK,0.0196466226877072
1996,SVK,0.0129156350457425
1997,SVK,0.00805972659351148
1998,SVK,0.0181920098559652
1999,SVK,0.0165786215836197
2000,SVK,0.0140502267731677
2001,SVK,0.00833335658881743
2002,SVK,0.0046757152421606
2003,SVK,0.00198942782311625
2004,SVK,0.00403337991278956
2005,SVK,0.018305397734561
2006,SVK,0.0193890914892269
2007,SVK,0.0418829716449524
2008,SVK,0.0338895635001715
2009,SVK,0.00171847043692538
2010,SVK,0.0162687596176801
2011,SVK,0.0175624216527325
2012,SVK,0.0224797225106137
2013,SVK,0.0166680379009485
2014,SVK,0.0142990473449852
2015,SVK,0.0123495880111281
2016,SVK,0.0129752757965403
2017,SVK,0.0136037154009211
2018,SVK,0.0121934331639505
2019,SVK,0.00716261357234817
2020,SVK,0.00872625980669719
2021,SVK,0.011739036506355
1995,SVN,0.0
1996,SVN,0.0
1997,SVN,0.0
1998,SVN,0.0
1999,SVN,0.0
2000,SVN,0.0
2001,SVN,0.0
2002,SVN,0.0
2003,SVN,0.0
2004,SVN,0.0
2005,SVN,0.0
2006,SVN,0.0
2007,SVN,0.0
2008,SVN,0.0
2009,SVN,0.0
2010,SVN,0.0
2011,SVN,0.0
2012,SVN,0.0
2013,SVN,0.0
2014,SVN,0.0
2015,SVN,0.0
2016,SVN,0.0
2017,SVN,0.0
2018,SVN,0.0
2019,SVN,0.0
2020,SVN,0.0
2021,SVN,0.0
1995,SWE,0.0680725361615915
1996,SWE,0.0175700833241693
1997,SWE,0.0719507279382347
1998,SWE,0.0672239878239182
1999,SWE,0.0484920954470747
2000,SWE,0.068212327043002
2001,SWE,0.0622480164640183
2002,SWE,0.0207258337359642
2003,SWE,0.00951037530259392
2004,SWE,0.0464938973347541
2005,SWE,0.159568440224076
2006,SWE,0.240919250739693
2007,SWE,0.394740585050201
2008,SWE,0.401410242213109
2009,SWE,0.0984220972083905
2010,SWE,1.15454780189688
2011,SWE,1.45076797804663
2012,SWE,0.844917599933344
2013,SWE,0.787563078524436
2014,SWE,0.677202405089752
2015,SWE,0.263522474149408
2016,SWE,0.503239973629847
2017,SWE,0.844546639788375
2018,SWE,0.781670408713803
2019,SWE,0.17217730595366
2020,SWE,0.17739716332548
2021,SWE,1.00125372772349
1995,SWZ,0.0
1996,SWZ,0.0
1997,SWZ,0.0
1998,SWZ,0.0
1999,SWZ,0.0
2000,SWZ,0.0
2001,SWZ,0.0
2002,SWZ,0.0
2003,SWZ,0.0
2004,SWZ,0.0
2005,SWZ,0.0
2006,SWZ,0.0
2007,SWZ,0.0
2008,SWZ,0.0
2009,SWZ,0.0
2010,SWZ,0.0
2011,SWZ,0.0
2012,SWZ,1.41862291427182
2013,SWZ,1.65031152723727
2014,SWZ,0.460663457117491
2015,SWZ,0.0
2016,SWZ,0.0
2017,SWZ,0.0
2018,SWZ,0.0
2019,SWZ,0.0
2020,SWZ,0.0
2021,SWZ,0.0
2011,SXM,0.0
2012,SXM,0.0
2013,SXM,0.0
2014,SXM,0.0
2015,SXM,0.0
2016,SXM,0.0
2017,SXM,0.0
2018,SXM,0.0
1995,SYC,0.0
1996,SYC,0.0
1997,SYC,0.0
1998,SYC,0.0
1999,SYC,0.0
2000,SYC,0.0
2001,SYC,0.0
2002,SYC,0.0
2003,SYC,0.0
2004,SYC,0.0
2005,SYC,0.0
2006,SYC,0.0
2007,SYC,0.0
2008,SYC,0.0
2009,SYC,0.0
2010,SYC,0.0
2011,SYC,0.0
2012,SYC,0.0
2013,SYC,0.0
2014,SYC,0.0
2015,SYC,0.0
2016,SYC,0.0
2017,SYC,0.0
2018,SYC,0.0
2019,SYC,0.0
2020,SYC,0.0
2021,SYC,0.0
1995,SYR,0.0
1996,SYR,0.0
1997,SYR,0.0
1998,SYR,0.0
1999,SYR,0.0
2000,SYR,0.0
2001,SYR,0.0
2002,SYR,0.0
2003,SYR,0.0
2004,SYR,0.0
2005,SYR,0.0
2006,SYR,0.0
2007,SYR,0.00824713520694178
2008,SYR,0.265093417729989
2009,SYR,0.14307847448198
2010,SYR,0.0574900957559479
2011,SYR,0.556730350561456
2012,SYR,0.414808468680751
2013,SYR,0.219422661707584
2014,SYR,0.175729786134017
2015,SYR,0.103648948838868
2016,SYR,0.0
2017,SYR,0.00790143480261003
2018,SYR,0.00237473154819515
2019,SYR,0.0
2020,SYR,0.0
2001,TCA,0.0
2002,TCA,0.0
2003,TCA,0.0
2004,TCA,0.0
2005,TCA,0.0
2006,TCA,0.0
2007,TCA,0.0
2008,TCA,0.0
2009,TCA,0.0
2010,TCA,0.0
2011,TCA,0.0
2012,TCA,0.0
2013,TCA,0.0
2014,TCA,0.0
2015,TCA,0.0
2016,TCA,0.0
2017,TCA,0.0
2018,TCA,0.0
2019,TCA,0.0
2020,TCA,0.0
2021,TCA,0.0
1995,TCD,0.0
1996,TCD,0.0
1997,TCD,0.0
1998,TCD,0.0
1999,TCD,0.0
2000,TCD,0.0
2001,TCD,0.0
2002,TCD,0.0
2003,TCD,0.0
2004,TCD,0.0
2005,TCD,0.00440105835601705
2006,TCD,0.0110102374005071
2007,TCD,0.0107913517039891
2008,TCD,0.00785128126343534
2009,TCD,0.0103492447249394
2010,TCD,0.0116300353875234
2011,TCD,0.0169080248308308
2012,TCD,0.0
2013,TCD,0.0014025320669766
2014,TCD,0.00106445436073507
2015,TCD,0.00102209769486153
2016,TCD,0.00142486258583427
2017,TCD,0.0
2018,TCD,0.0
2019,TCD,0.0
2020,TCD,0.0
2021,TCD,0.0
1995,TEA,0.359364300155402
1996,TEA,0.259749193080924
1997,TEA,0.244578904375801
1998,TEA,0.425985572051652
1999,TEA,0.337726927921091
2000,TEA,0.221325509529304
2001,TEA,0.184832364202322
2002,TEA,0.190015509811935
2003,TEA,0.210924860470337
2004,TEA,0.32714604392006
2005,TEA,0.722027979394419
2006,TEA,1.13909833786013
2007,TEA,2.00576247534413
2008,TEA,1.98991957832076
2009,TEA,0.959648322525077
2010,TEA,1.81636165558935
2011,TEA,2.08808144169381
2012,TEA,0.750460576460857
2013,TEA,0.606381975454388
2014,TEA,0.364207505116565
2015,TEA,0.209554918319825
2016,TEA,0.199522390387374
2017,TEA,0.255674930562305
2018,TEA,0.226611310512024
2019,TEA,0.283791518619068
2020,TEA,0.19319358054548
2021,TEA,0.624641886730758
1995,TEC,0.378614098921079
1996,TEC,0.253803680526772
1997,TEC,0.192226318270215
1998,TEC,0.230546093242663
1999,TEC,0.290301617574958
2000,TEC,0.299147842633282
2001,TEC,0.194076928734027
2002,TEC,0.235510593567343
2003,TEC,0.186389763124116
2004,TEC,0.285582267466142
2005,TEC,0.417152249829211
2006,TEC,0.782194823200096
2007,TEC,1.04986305431201
2008,TEC,0.790396789991578
2009,TEC,0.567129326227918
2010,TEC,1.46838314775282
2011,TEC,1.62078109331888
2012,TEC,1.151359084642
2013,TEC,0.985865759924462
2014,TEC,0.870753979718029
2015,TEC,0.583010659855183
2016,TEC,0.83790408798244
2017,TEC,0.998415747824772
2018,TEC,0.974930535544043
2019,TEC,0.612398977833317
2020,TEC,0.808805041659177
2021,TEC,1.85520200159143
1995,TGO,0.0
1996,TGO,0.0
1997,TGO,0.0
1998,TGO,0.0
1999,TGO,0.0
2000,TGO,0.0
2001,TGO,0.0
2002,TGO,0.0
2003,TGO,0.0
2004,TGO,0.103163540744571
2005,TGO,0.810493582580259
2006,TGO,2.65003130114261
2007,TGO,3.08134189373554
2008,TGO,8.15592721286484
2009,TGO,7.60668735729254
2010,TGO,5.23926759324848
2011,TGO,11.8029506365718
2012,TGO,13.7131798803292
2013,TGO,8.82156958097004
2014,TGO,6.41043476461478
2015,TGO,4.92982840936854
2016,TGO,3.28204654518312
2017,TGO,2.44585071714405
2018,TGO,1.72251587055505
2019,TGO,1.32333207549457
2020,TGO,1.60364186844157
2021,TGO,4.880592026997
1995,THA,0.00229049107503461
1996,THA,0.00357792319307981
1997,THA,0.00324842014772199
1998,THA,0.00312017115812805
1999,THA,0.00367448246825502
2000,THA,0.00208046959774586
2001,THA,0.000846817923239997
2002,THA,0.0137660507937291
2003,THA,0.00987948767144361
2004,THA,0.0129648779826171
2005,THA,0.0231047966674329
2006,THA,0.0456511727735759
2007,THA,0.0818042349909075
2008,THA,0.085386547959203
2009,THA,0.038736598154847
2010,THA,0.0558791976494496
2011,THA,0.0438546783467379
2012,THA,0.0415721763959624
2013,THA,0.0272661101202421
2014,THA,0.0215541407035652
2015,THA,0.0113573721080165
2016,THA,0.0147800576124685
2017,THA,0.000217150276012418
2018,THA,0.000133079856536415
2019,THA,0.0
2020,THA,0.0
2021,THA,0.0
1995,TJK,0.411043635650341
1996,TJK,0.418329671894138
1997,TJK,0.456621726398018
1998,TJK,0.225167352573719
1999,TJK,0.476069261980792
2000,TJK,0.633697728184772
2001,TJK,0.443927573948253
2002,TJK,0.684907219175688
2003,TJK,0.55049994375961
2004,TJK,0.408572669207736
2005,TJK,0.309365930294612
2006,TJK,0.516589789878647
2007,TJK,0.495364202675643
2008,TJK,0.437602477255297
2009,TJK,0.457413669879396
2010,TJK,1.44243773063226
2011,TJK,1.76956852075726
2012,TJK,1.47187397202428
2013,TJK,1.1522690734811
2014,TJK,1.30072335544431
2015,TJK,1.33117691744839
2016,TJK,2.7461458602989
2017,TJK,3.20501299100874
2018,TJK,3.71239504049256
2019,TJK,3.70846698650732
2020,TJK,3.73160590717429
2021,TJK,7.09388801536399
1995,TKM,0.0
1996,TKM,0.0
1997,TKM,0.0
1998,TKM,0.0
1999,TKM,0.0
2000,TKM,0.0
2001,TKM,0.0
2002,TKM,0.0
2003,TKM,0.0
2004,TKM,0.0
2005,TKM,0.0
2006,TKM,0.0
2007,TKM,0.0
2008,TKM,0.0
2009,TKM,0.0
2010,TKM,0.0
2011,TKM,0.0
2012,TKM,0.0
2013,TKM,0.0
2014,TKM,0.0
2015,TKM,0.0
2016,TKM,0.0
2017,TKM,0.0
2018,TKM,0.0
2019,TKM,0.0
1995,TLA,0.469864249751482
1996,TLA,0.38291811065415
1997,TLA,0.332101769896256
1998,TLA,0.252193194832625
1999,TLA,0.29814234742555
2000,TLA,0.333521539636856
2001,TLA,0.278067786022986
2002,TLA,0.302551107298704
2003,TLA,0.383155179608161
2004,TLA,0.733682377517604
2005,TLA,1.05618135984154
2006,TLA,1.7572405095405
2007,TLA,2.01249271407734
2008,TLA,1.75560318120403
2009,TLA,0.978513888480379
2010,TLA,1.72688282593109
2011,TLA,1.9930828103483
2012,TLA,1.51216624607372
2013,TLA,1.3160259505088
2014,TLA,0.900284168226351
2015,TLA,0.631499717745246
2016,TLA,0.773796479119714
2017,TLA,0.969344198555059
2018,TLA,0.978576012089808
2019,TLA,0.598548666953582
2020,TLA,1.03211774699749
2021,TLA,3.703658959419
2000,TLS,0.0
2001,TLS,0.0
2002,TLS,0.0
2003,TLS,0.0
2004,TLS,0.0
2005,TLS,0.0
2006,TLS,0.0
2007,TLS,0.0
2008,TLS,0.0
2009,TLS,0.0
2010,TLS,0.0
2011,TLS,0.0
2012,TLS,0.0
2013,TLS,0.0
2014,TLS,0.0
2015,TLS,0.0
2016,TLS,0.0
2017,TLS,0.0
2018,TLS,0.0
2019,TLS,0.0
2020,TLS,0.0
2021,TLS,0.0
1995,TMN,0.0922059230745016
1996,TMN,0.0485034418398547
1997,TMN,0.0485245156594645
1998,TMN,0.0492134139230894
1999,TMN,0.0363538058138881
