"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","SUR.BCA_NGDPD.A","OBS_VALUE","Suriname","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.329","-15.05","-4.238","4.535","10.161","6.317","-5.145","-6.965","-11.543","-6.872","-0.701","-24.068","-13.638","-5.05","-6.886","-6.129","7.844","10.32","8.583","2.682","13.913","9.108","3.044","-3.557","-7.419","-15.341","-4.838","1.929","-2.971","-11.162","8.924","5.709","2.102","4.296","-2.818","-33.931"
"IMF.RES:WEO(6.0.0)","THA.BCA_NGDPD.A","OBS_VALUE","Thailand","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.23","-7.478","-5.454","-4.931","-5.494","-8.023","-8.027","-2.012","12.529","9.811","7.368","4.24","3.466","3.134","1.596","-4.036","1.044","5.927","0.319","7.877","3.367","2.542","-1.232","-2.102","2.858","6.916","10.508","9.631","5.62","7.033","4.183","-2.118","-3.463","1.437","2.107","1.179"
"IMF.RES:WEO(6.0.0)","TON.BCA_NGDPD.A","OBS_VALUE","Tonga","Current account balance (credit less debit), Percent of GDP","Annual","Units","-11.438","-8.673","-5.921","-5.025","-9.185","-8.748","-4.893","-0.706","-8.588","-0.49","-4.957","-11.709","-7.758","-2.598","-4.631","-9.481","-6.636","-12.497","-6.189","-18.147","-23.822","-20.249","-16.395","-9.598","-6.255","-10.925","-7.48","-7.132","-7.012","-3.823","-5.739","-6.277","-5.393","-5.925","-3.914","-6.947"
"IMF.RES:WEO(6.0.0)","TGO.BCA_NGDPD.A","OBS_VALUE","Togo","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.039","-5.139","-4.826","-3.766","-3.32","-5.444","-6.286","-4.688","-5.935","-5.372","-6.956","-8.465","-6.091","-5.686","-6.799","-6.628","-5.562","-5.746","-4.867","-3.757","-3.617","-4.903","-4.713","-8.716","-6.558","-7.469","-7.192","-1.513","-2.63","-0.793","-0.281","-2.241","-3.486","-2.885","-2.932","-3.056"
"IMF.RES:WEO(6.0.0)","TZA.BCA_NGDPD.A","OBS_VALUE","Tanzania, United Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.807","-12.252","-12.782","-17.306","-11.636","-9.241","-5.232","-4.67","-6.135","-6.599","-3.213","-2.45","-1.327","-1.131","-3.211","-5.282","-7.114","-8.393","-7.654","-7.435","-7.381","-10.389","-11.565","-10.708","-9.799","-7.738","-4.221","-2.842","-3.535","-3.011","-2.47","-3.881","-5.676","-4.691","-3.119","-3.008"
"IMF.RES:WEO(6.0.0)","TTO.BCA_NGDPD.A","OBS_VALUE","Trinidad and Tobago","Current account balance (credit less debit), Percent of GDP","Annual","Units","8.903","-0.086","2.51","2.429","4.328","5.42","1.795","-10.513","-10.468","0.442","6.562","4.643","0.835","8.59","13.308","24.004","38.304","23.551","30.146","8.365","18.526","18.257","14.243","19.507","14.095","7.664","-3.286","5.909","6.806","4.325","-6.462","10.875","18.394","13.326","6.983","8.001"
"IMF.RES:WEO(6.0.0)","TUR.BCA_NGDPD.A","OBS_VALUE","Türkiye, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.265","0.436","-0.444","-2.588","1.467","-1.001","-0.973","-1.007","0.72","-0.364","-3.632","1.856","-0.263","-2.386","-3.488","-4.156","-5.642","-5.409","-5.036","-1.744","-5.739","-8.879","-4.762","-5.149","-3.416","-2.463","-2.55","-4.091","-1.831","1.975","-4.32","-0.77","-5.11","-3.529","-0.758","-1.192"
"IMF.RES:WEO(6.0.0)","TUN.BCA_NGDPD.A","OBS_VALUE","Tunisia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.849","-3.84","-5.662","-5.216","-1.609","-4.107","-2.423","-3.109","-3.158","-2.179","-4.717","-5.292","-3.923","-3.353","-3.019","-1.721","-2.547","-3.08","-4.425","-3.44","-5.342","-8.04","-8.688","-9.175","-9.327","-9.144","-9.708","-9.676","-10.799","-8.085","-5.968","-5.97","-8.996","-2.691","-1.664","-2.732"
"IMF.RES:WEO(6.0.0)","GBR.BCA_NGDPD.A","OBS_VALUE","United Kingdom","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.829","-1.09","-1.284","-1.052","-0.187","-0.381","-0.264","-0.14","-0.282","-2.115","-1.831","-1.773","-1.973","-1.823","-2.302","-1.998","-3.12","-3.729","-3.862","-3.068","-2.761","-1.63","-3.146","-4.644","-5.022","-4.948","-5.448","-3.493","-3.927","-2.688","-2.934","-0.437","-2.102","-3.509","-3.366","-3.684"
"IMF.RES:WEO(6.0.0)","UGA.BCA_NGDPD.A","OBS_VALUE","Uganda","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.533","-4.356","-2.732","-3.969","-2.792","-3.767","-2.742","-3.755","-4.419","-3.748","-4.626","-3.718","-1.804","-0.441","-0.016","0.395","-2.26","-3.214","-5.459","-4.348","-6.522","-7.59","-5.351","-5.417","-6.232","-5.476","-2.633","-4.752","-6.107","-6.947","-9.497","-8.422","-8.598","-7.252","-7.28","-6.362"
"IMF.RES:WEO(6.0.0)","ARE.BCA_NGDPD.A","OBS_VALUE","United Arab Emirates","Current account balance (credit less debit), Percent of GDP","Annual","Units","15.671","2.755","4.377","5.842","0.05","0.17","5.973","11.26","3.943","6.448","16.307","9.072","3.316","5.783","6.43","13.165","17.315","7.631","7.059","3.095","4.063","12.06","19.006","18.293","13.159","4.74","3.575","7.042","9.658","8.929","6.038","11.549","13.223","10.665","9.127","6.61"
"IMF.RES:WEO(6.0.0)","USA.BCA_NGDPD.A","OBS_VALUE","United States","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.324","0.047","-0.792","-1.237","-1.669","-1.487","-1.546","-1.641","-2.373","-2.976","-3.921","-3.724","-4.173","-4.559","-5.205","-5.746","-5.911","-5.089","-4.716","-2.623","-2.871","-2.919","-2.573","-2.011","-2.102","-2.233","-2.107","-1.874","-2.129","-2.051","-2.815","-3.665","-3.892","-3.266","-3.884","-3.729"
"IMF.RES:WEO(6.0.0)","VNM.BCA_NGDPD.A","OBS_VALUE","Vietnam","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.152","-1.375","-0.062","-8.335","-9.038","-10.029","-6.443","-4.475","-3.971","3.23","2.147","2.228","-1.407","-3.844","-2.53","-0.765","-0.194","-7.104","-8.646","-5.122","-2.986","0.136","4.748","3.64","3.7","-0.861","0.248","-0.596","1.895","3.76","4.349","-2.202","0.341","5.906","6.104","3.2"
"IMF.RES:WEO(6.0.0)","G119.BCA_NGDPD.A","OBS_VALUE","G7","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.468","-0.15","-0.166","0.1","-0.082","-0.045","-0.054","0.069","-0.275","-0.762","-1.361","-1.376","-1.407","-1.48","-1.296","-1.706","-1.86","-1.339","-1.607","-0.633","-0.674","-0.75","-0.877","-0.621","-0.633","-0.512","-0.123","0.09","-0.105","0.039","-0.758","-0.762","-2.023","-1.381","-1.559","-1.688"
"IMF.RES:WEO(6.0.0)","VUT.BCA_NGDPD.A","OBS_VALUE","Vanuatu","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.742","-2.728","-2.562","-1.268","-3.478","-2.153","-1.229","0.342","2.379","-6.92","1.259","-1.361","-6.076","-8.058","-2.78","-9.153","-6.054","-6.606","-10.676","-8.178","-6.195","-8.051","-6.76","-3.477","4.721","-7.13","-2.356","-10.741","3.312","9.388","-1.182","-4.395","-13.095","-0.312","-7.638","-10.49"
"IMF.RES:WEO(6.0.0)","ZMB.BCA_NGDPD.A","OBS_VALUE","Zambia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.279","0.241","-3.276","-2.479","1.29","-3.825","-3.388","-4.23","-16.121","-11.348","-12.179","-17.427","-12.147","-10.331","-3.017","-2.787","4.643","-1.238","-3.33","5.953","7.527","4.659","4.893","-0.779","2.141","-2.687","-3.264","-1.681","-1.298","0.477","11.791","11.9","3.747","-3.038","-1.663","0.453"
"IMF.RES:WEO(6.0.0)","G998.BCA_NGDPD.A","OBS_VALUE","European Union (EU)","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.049","-1.259","-1.035","0.119","0.138","0.497","0.763","1.183","0.664","0.439","-0.621","-0.031","0.508","0.356","0.98","0.41","0.355","-0.07","-0.775","0.451","0.595","0.831","1.818","2.733","2.907","3.069","3.49","3.318","3.195","2.919","2.427","3.283","0.872","2.65","3.445","2.933"
"IMF.RES:WEO(6.0.0)","ESP.BCA_NGDPD.A","OBS_VALUE","Spain","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.366","-3.475","-3.396","-1.965","-2.142","-1.194","-0.796","-0.667","-1.623","-3.203","-4.236","-4.316","-3.661","-3.821","-5.418","-7.195","-8.796","-9.351","-8.791","-3.977","-3.558","-2.614","0.156","2.081","1.78","2.046","3.147","2.793","1.877","2.129","0.789","0.773","0.35","2.655","3.024","2.419"
"IMF.RES:WEO(6.0.0)","SLB.BCA_NGDPD.A","OBS_VALUE","Solomon Islands","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.182","-15.993","-2.712","-2.444","0.317","-18.078","-6.782","-3.94","-1.218","2.832","-7.27","-6.298","-4.232","5.906","15.364","-6.051","-7.803","-12.89","-10.948","-8.078","-17.02","-1.948","2.234","-2.086","-3.731","-2.655","-3.726","-4.284","-2.964","-9.51","-1.648","-5.086","-13.695","-10.364","-3.708","-7.843"
"IMF.RES:WEO(6.0.0)","SDN.BCA_NGDPD.A","OBS_VALUE","Sudan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-97.981","-98.889","-47.576","-26.842","-24.763","-22.041","-12.964","-10.725","-13.067","-7.16","-3.942","-3.321","-5.368","-4.395","-3.071","-7.028","-14.351","-6.052","-5.543","-8.988","-2.625","-3.992","-12.787","-11.007","-5.838","-8.462","-6.493","-9.429","-13.928","-15.182","-16.577","-7.456","-11.32","-3.753","-3.507","-3.627"
"IMF.RES:WEO(6.0.0)","CHE.BCA_NGDPD.A","OBS_VALUE","Switzerland","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.956","4.181","4.691","6.417","5.595","4.857","5.33","8.427","7.591","8.525","10.492","6.629","6.73","10.755","12.521","11.304","12.47","8.378","1.232","5.648","12.985","6.231","8.877","9.632","6.938","8.877","7.276","5.313","5.598","3.506","0.493","7.049","8.722","5.248","5.066","5.041"
"IMF.RES:WEO(6.0.0)","G001.BCA_NGDPD.A","OBS_VALUE","World","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","GNQ.BCA_NGDPD.A","OBS_VALUE","Equatorial Guinea, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-14.257","-30.899","-6.607","1.759","-0.319","-73.215","-124.557","-27.304","-90.323","-29.488","-30.391","-48.795","-53.927","-5.044","7.655","16.805","19.213","16.66","7.85","-9.732","-20.244","-5.675","-1.125","-2.397","-4.251","-17.741","-25.982","-7.814","-2.684","-7.541","-0.79","4.211","2.095","-1.264","-2.354","-1.712"
"IMF.RES:WEO(6.0.0)","GEO.BCA_NGDPD.A","OBS_VALUE","Georgia","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","-17.7","-12.17","-12.722","-12.379","-9.688","-5.595","-5.953","-6.21","-9.316","-6.76","-10.556","-14.93","-19.048","-21.364","-10.31","-9.648","-11.91","-11.144","-5.455","-9.931","-11.607","-12.211","-7.942","-6.659","-5.992","-12.432","-10.307","-4.421","-5.551","-4.416","-4.376"
"IMF.RES:WEO(6.0.0)","KWT.BCA_NGDPD.A","OBS_VALUE","Kuwait","Current account balance (credit less debit), Percent of GDP","Annual","Units","20.396","-242.976","-2.27","10.443","12.947","18.45","22.568","25.943","8.537","16.809","38.899","23.85","11.165","19.674","26.221","37.21","44.612","36.049","40.871","26.692","32.044","42.937","45.458","40.302","33.438","3.501","-4.626","7.962","14.344","12.678","4.364","25.18","34.313","31.403","29.463","22.72"
"IMF.RES:WEO(6.0.0)","NAM.BCA_NGDPD.A","OBS_VALUE","Namibia","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.073","3.699","1.51","3.491","2.413","4.456","2.928","2.198","4.224","-0.722","4.859","0.295","2.528","5.342","6.688","4.498","14.043","8.566","-0.108","-3.554","-3.975","-6.903","-8.6","-8.153","-9.43","-13.62","-16.502","-4.425","-3.553","-1.765","2.987","-11.233","-12.772","-15.267","-15.37","-15.565"
"IMF.RES:WEO(6.0.0)","G903.BCA_NGDPD.A","OBS_VALUE","Emerging and Developing Europe","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.755","-1.113","-1.759","-2.774","0.622","0.059","-0.18","-1.5","-1.596","0.499","2.207","2.676","1.501","0.624","0.782","1.503","0.377","-1.874","-1.498","-0.296","-0.853","-0.917","-0.556","-1.19","-0.149","1.107","-0.219","-0.573","1.771","1.375","0.081","1.651","2.654","-0.291","-0.027","-1.026"
"IMF.RES:WEO(6.0.0)","G400.BCA_NGDPD.A","OBS_VALUE","Middle East and Central Asia","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.227","-8.305","-4.73","-4.03","-1.973","-1.251","0.467","0.388","-3.783","0.624","5.863","3.614","3.013","4.765","7.12","12.453","13.561","10.743","11.822","1.931","6.238","11.699","11.116","8.874","5.052","-3.589","-3.801","-0.615","3.312","0.915","-3.015","3.288","8.277","3.904","2.0","-0.073"
"IMF.RES:WEO(6.0.0)","G205.BCA_NGDPD.A","OBS_VALUE","Latin America and the Caribbean (LAC)","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.346","-1.905","-3.337","-3.617","-3.649","-2.003","-1.886","-2.983","-3.992","-2.767","-2.209","-2.468","-0.826","0.599","1.012","1.282","1.557","0.198","-0.971","-0.86","-2.098","-2.116","-2.619","-2.957","-3.267","-3.529","-2.2","-1.791","-2.713","-2.066","-0.212","-1.794","-2.182","-1.118","-0.893","-1.118"
"IMF.RES:WEO(6.0.0)","G603.BCA_NGDPD.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.212","-1.274","-0.971","-1.004","-1.44","-1.985","0.148","-1.313","-2.737","-1.854","1.117","-0.797","-0.853","-0.405","1.076","3.663","3.536","1.372","0.283","-2.19","-0.774","-0.621","-1.703","-2.15","-3.477","-5.52","-3.503","-2.023","-1.998","-3.027","-2.561","-0.812","-2.055","-2.63","-1.725","-2.489"
"IMF.RES:WEO(6.0.0)","ALB.BCA_NGDPD.A","OBS_VALUE","Albania","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.262","-12.223","-8.089","1.655","-3.663","-1.945","-7.801","-13.089","-6.876","-1.913","-6.978","-6.242","-10.042","-7.673","-5.786","-8.999","-6.578","-10.455","-15.583","-15.203","-11.188","-12.765","-10.082","-9.144","-10.67","-8.508","-7.483","-7.404","-6.674","-7.482","-8.614","-7.633","-5.843","-1.217","-2.409","-3.053"
"IMF.RES:WEO(6.0.0)","DZA.BCA_NGDPD.A","OBS_VALUE","Algeria","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.01","4.719","2.415","1.464","-3.993","-4.9","2.449","6.598","-1.74","0.038","15.386","11.883","7.086","11.987","12.094","19.789","23.52","21.476","19.098","0.273","6.838","9.07","5.411","0.363","-3.949","-14.555","-14.645","-11.753","-8.68","-8.746","-11.338","-2.428","8.446","2.413","-1.371","-3.907"
"IMF.RES:WEO(6.0.0)","AGO.BCA_NGDPD.A","OBS_VALUE","Angola","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.425","-3.617","-5.948","-7.456","-5.205","-3.621","31.078","-7.158","-17.844","-17.285","6.291","-11.56","-0.867","-3.537","2.523","12.411","18.225","14.487","7.282","-9.267","7.856","10.422","9.649","5.429","-2.279","-7.802","-2.688","-0.453","6.483","5.427","1.311","9.955","8.258","3.813","5.414","2.115"
"IMF.RES:WEO(6.0.0)","ARG.BCA_NGDPD.A","OBS_VALUE","Argentina","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.952","-0.202","-2.529","-3.042","-3.815","-1.769","-2.352","-3.753","-4.38","-3.815","-2.878","-1.316","7.666","5.597","1.798","2.473","2.791","2.101","1.491","2.167","-0.382","-1.012","-0.369","-2.147","-1.629","-2.743","-2.713","-4.838","-5.164","-0.781","0.698","1.363","-0.641","-3.246","0.994","-0.391"
"IMF.RES:WEO(6.0.0)","AUT.BCA_NGDPD.A","OBS_VALUE","Austria","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.703","0.035","-0.387","-0.535","-1.475","-2.876","-2.854","-2.559","-1.863","-2.27","-0.71","-0.8","2.118","1.557","2.092","2.274","3.318","3.826","4.52","2.613","2.873","1.641","1.492","1.748","2.397","1.577","2.574","1.264","0.846","2.376","3.367","1.735","-0.862","1.339","2.421","2.631"
"IMF.RES:WEO(6.0.0)","AUS.BCA_NGDPD.A","OBS_VALUE","Australia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.859","-3.287","-3.283","-3.036","-4.491","-4.957","-3.499","-2.926","-4.908","-5.479","-4.046","-2.249","-3.799","-5.324","-6.307","-5.952","-5.875","-6.746","-4.854","-4.514","-3.693","-2.979","-4.358","-3.388","-3.086","-4.714","-3.455","-2.835","-2.569","-0.021","1.734","2.396","0.372","-0.295","-1.927","-3.069"
