"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","TJK.BCA_NGDPD.A","OBS_VALUE","Tajikistan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","-16.75","-30.467","-20.173","-17.886","-7.835","-4.011","-7.316","-0.907","-1.62","-4.949","-1.249","-0.306","-2.751","-12.819","-13.247","-32.159","-20.62","-14.415","-10.3","-6.337","-8.975","-10.402","-3.424","-6.072","-4.158","2.11","-4.891","-2.232","4.349","8.233","15.579","4.927","4.692","0.863"
"IMF.RES:WEO(6.0.0)","TKM.BCA_NGDPD.A","OBS_VALUE","Turkmenistan","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","0.0","0.0","0.0","0.0","0.044","-12.648","-19.099","-8.663","4.801","0.967","3.918","1.557","0.338","2.979","9.161","9.094","9.678","-11.336","-8.888","-0.746","-1.274","-8.335","-7.311","-16.742","-22.621","-13.553","6.13","2.913","2.937","6.596","7.028","4.815","3.134","1.996"
"IMF.RES:WEO(6.0.0)","UKR.BCA_NGDPD.A","OBS_VALUE","Ukraine","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","-2.794","-2.438","-3.06","-3.01","-2.569","-2.574","-2.992","5.076","4.581","3.703","7.494","5.771","10.671","2.943","-1.5","-3.68","-7.039","-1.479","-2.219","-6.283","-8.144","-9.011","-3.833","1.721","-1.493","-2.183","-3.273","-2.734","3.303","-1.943","4.921","-5.35","-7.048","-15.934"
"IMF.RES:WEO(6.0.0)","TUV.BCA_NGDPD.A","OBS_VALUE","Tuvalu","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","","","","","","","53.5","23.253","-61.019","-18.3","-7.971","27.982","-16.162","-25.849","-69.427","-60.723","-84.658","-32.083","2.834","-0.481","-33.619","29.851","2.074","60.742","-22.158","16.194","28.22","-0.24","32.342","3.252","5.599"
"IMF.RES:WEO(6.0.0)","VEN.BCA_NGDPD.A","OBS_VALUE","Venezuela, República Bolivariana de","Current account balance (credit less debit), Percent of GDP","Annual","Units","17.466","3.604","-6.214","-3.329","4.495","2.759","12.744","4.356","-4.826","2.166","10.079","1.611","7.977","14.096","13.825","17.749","14.823","5.782","10.202","0.16","1.755","5.164","0.694","1.778","2.291","-12.795","-3.427","7.513","8.442","5.884","-3.228","-0.945","4.033","3.373","2.409","-0.067"
"IMF.RES:WEO(6.0.0)","UZB.BCA_NGDPD.A","OBS_VALUE","Uzbekistan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","-5.294","-6.365","1.468","-0.157","-5.615","-3.168","-0.542","-0.762","3.178","1.269","2.284","5.057","5.714","6.39","8.103","6.464","8.877","4.196","4.579","4.622","1.791","1.798","2.568","1.046","0.249","2.12","-6.122","-5.01","-4.557","-6.332","-3.159","-7.599","-4.991","-4.963"
"IMF.RES:WEO(6.0.0)","URY.BCA_NGDPD.A","OBS_VALUE","Uruguay","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","-3.641","-3.208","-2.939","-0.253","0.824","0.011","-0.46","1.291","-0.641","-2.433","-3.789","-3.385","-1.015","-1.457"
"IMF.RES:WEO(6.0.0)","ZWE.BCA_NGDPD.A","OBS_VALUE","Zimbabwe","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.534","-5.789","-10.804","-4.109","-3.995","-4.466","-1.779","-7.717","-1.312","2.07","2.838","3.248","2.323","-0.72","-1.353","-0.958","1.887","3.829","-2.061","-7.557","-13.747","-19.497","-13.308","-13.874","-11.971","-7.998","-3.394","-1.23","-3.737","3.536","2.524","0.967","0.935","0.384","1.435","2.994"
"IMF.RES:WEO(6.0.0)","BHR.BCA_NGDPD.A","OBS_VALUE","Bahrain, Kingdom of","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.349","-11.093","-14.57","-5.415","-3.814","3.357","3.54","-0.407","-10.675","-0.283","8.955","2.36","-0.556","1.702","3.461","8.868","11.346","12.835","8.42","2.342","2.877","8.437","8.065","7.125","4.38","-2.313","-4.406","-3.897","-6.153","-1.963","-9.054","6.372","14.72","5.844","4.861","3.317"
"IMF.RES:WEO(6.0.0)","BHS.BCA_NGDPD.A","OBS_VALUE","Bahamas, The","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.77","-3.549","0.649","5.62","3.801","2.314","0.297","-5.358","-10.086","1.358","-1.515","-3.835","0.084","-0.173","1.606","-3.098","-10.141","-8.987","-8.282","-8.095","-7.884","-10.935","-14.289","-14.585","-19.98","-12.666","-12.539","-13.508","-9.506","-2.159","-22.891","-21.409","-9.383","-7.456","-7.373","-7.821"
"IMF.RES:WEO(6.0.0)","BGD.BCA_NGDPD.A","OBS_VALUE","Bangladesh","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.687","-1.519","-0.545","-0.295","-0.489","-1.189","-1.719","-1.443","-0.948","-0.569","-0.546","-1.628","0.241","0.245","0.228","-0.7","0.665","1.003","0.253","1.699","2.346","-1.445","-0.28","1.329","0.679","1.23","1.607","-0.453","-2.977","-1.278","-1.454","-1.099","-3.954","-2.576","-1.444","-0.934"
"IMF.RES:WEO(6.0.0)","BRB.BCA_NGDPD.A","OBS_VALUE","Barbados","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.802","-1.129","7.213","3.233","6.287","2.479","3.52","-1.329","-2.807","-4.241","-3.376","-3.448","-4.809","-3.423","-9.628","-9.529","-9.394","-4.29","-8.528","-5.313","-4.059","-10.381","-7.47","-7.33","-8.067","-5.456","-3.86","-3.418","-3.578","-1.6","-4.902","-10.263","-9.89","-8.595","-4.472","-6.239"
"IMF.RES:WEO(6.0.0)","BEN.BCA_NGDPD.A","OBS_VALUE","Benin","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.677","-7.971","-2.369","-1.89","0.483","-5.631","-1.269","-4.966","-3.949","-4.232","-2.295","-2.045","-3.742","-6.206","-4.669","-3.444","-3.088","-6.546","-5.499","-6.69","-5.567","-4.833","-5.178","-5.379","-6.668","-5.964","-2.997","-4.181","-4.553","-4.0","-1.746","-4.154","-6.001","-8.18","-6.419","-6.099"
"IMF.RES:WEO(6.0.0)","BLZ.BCA_NGDPD.A","OBS_VALUE","Belize","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.805","-4.321","-4.108","-6.442","-5.187","-2.106","-0.781","-3.656","-4.458","-6.193","-14.187","-16.232","-13.283","-14.08","-11.059","-10.253","-1.595","-3.051","-8.331","-4.906","-2.62","-1.092","-1.734","-3.571","-6.354","-7.968","-7.296","-6.973","-6.576","-7.731","-6.262","-6.522","-8.275","-0.646","-1.513","-1.567"
"IMF.RES:WEO(6.0.0)","BEL.BCA_NGDPD.A","OBS_VALUE","Belgium","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.817","2.319","2.913","5.144","5.28","5.338","4.954","5.471","5.12","7.764","3.965","3.335","4.501","3.398","3.098","1.995","1.85","1.496","-1.006","1.651","1.623","-1.926","-0.081","0.951","0.768","1.387","0.554","0.701","-0.915","0.124","0.887","1.834","-1.314","-0.688","-0.853","-1.077"
"IMF.RES:WEO(6.0.0)","BTN.BCA_NGDPD.A","OBS_VALUE","Bhutan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.521","-9.736","-28.285","-15.379","-12.952","14.731","14.014","5.04","9.732","2.159","-8.735","-8.276","-15.63","-22.344","-17.367","-28.756","-4.328","7.835","-8.212","-5.964","-20.849","-35.057","-19.749","-23.483","-24.999","-25.513","-29.006","-21.962","-17.42","-19.187","-14.79","-11.154","-28.088","-34.226","-16.797","-28.757"
"IMF.RES:WEO(6.0.0)","BWA.BCA_NGDPD.A","OBS_VALUE","Botswana","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.508","7.967","5.033","10.79","5.206","6.236","10.049","14.398","3.53","10.778","9.594","10.9","4.881","9.597","3.592","16.247","19.665","15.657","1.393","-6.406","-5.888","-0.873","-5.902","4.531","11.075","2.226","7.973","5.586","0.393","-6.917","-10.188","-1.678","-1.142","-0.601","-4.733","-7.895"
"IMF.RES:WEO(6.0.0)","BRA.BCA_NGDPD.A","OBS_VALUE","Brazil","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.831","-0.352","1.607","-0.138","-0.307","-2.427","-2.801","-3.636","-4.049","-4.467","-4.048","-4.445","-1.845","0.393","1.339","1.31","0.973","-0.197","-2.099","-1.757","-3.926","-3.197","-3.761","-3.576","-4.499","-3.523","-1.699","-1.224","-2.808","-3.47","-1.688","-2.419","-2.16","-1.275","-2.818","-2.288"
"IMF.RES:WEO(6.0.0)","BFA.BCA_NGDPD.A","OBS_VALUE","Burkina Faso","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.206","-2.568","-0.609","-1.977","0.7","-3.445","-7.25","-8.086","-6.605","-9.957","-10.766","-9.129","-8.281","-7.766","-9.758","-10.324","-8.308","-7.353","-10.232","-4.037","-1.797","-1.328","-1.292","-10.008","-7.165","-7.568","-6.08","-5.034","-4.179","-3.255","4.173","0.391","-7.183","-8.638","-6.395","-2.141"
"IMF.RES:WEO(6.0.0)","BGR.BCA_NGDPD.A","OBS_VALUE","Bulgaria","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.723","-2.627","-3.029","-17.038","-0.28","-1.084","3.591","13.536","1.144","-2.918","-3.114","-3.625","-0.625","-3.381","-4.277","-9.428","-15.28","-23.892","-22.076","-8.315","-1.724","0.329","-0.847","1.274","2.115","0.017","3.028","3.157","0.655","1.662","0.443","-1.077","-2.593","0.885","0.217","-1.453"
"IMF.RES:WEO(6.0.0)","CPV.BCA_NGDPD.A","OBS_VALUE","Cabo Verde","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.386","-3.836","-4.254","-7.676","-10.168","-10.806","-5.734","-4.88","-8.948","-11.91","-8.652","-7.553","-7.975","-8.206","-10.493","-2.439","-4.12","-11.871","-12.513","-13.408","-11.332","-14.848","-11.466","-4.442","-8.272","-2.902","-3.441","-6.952","-4.773","0.201","-15.341","-12.124","-3.454","-2.125","-0.264","-2.221"
"IMF.RES:WEO(6.0.0)","CMR.BCA_NGDPD.A","OBS_VALUE","Cameroon","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.765","-2.056","-2.445","-3.281","-0.528","0.892","-2.553","-5.129","-1.33","-4.411","-2.132","-3.175","-3.552","-3.75","-2.213","-2.537","0.925","1.195","-1.629","-4.025","-3.113","-2.446","-3.168","-3.345","-3.852","-3.643","-3.069","-2.632","-3.524","-4.273","-3.701","-3.985","-3.387","-4.098","-3.252","-2.78"
"IMF.RES:WEO(6.0.0)","BDI.BCA_NGDPD.A","OBS_VALUE","Burundi","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.141","-2.851","-5.508","-2.997","-1.827","1.045","-4.608","0.631","-4.906","-4.453","-7.019","-3.508","-12.542","-14.079","-6.505","-4.665","-21.287","-32.41","-9.821","-6.312","-12.238","-14.473","-18.592","-20.613","-15.847","-11.529","-11.061","-11.776","-12.815","-11.57","-11.227","-11.857","-15.851","-14.915","-13.562","-9.654"
"IMF.RES:WEO(6.0.0)","CAF.BCA_NGDPD.A","OBS_VALUE","Central African Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.67","-4.122","-4.786","-0.488","-2.757","-8.306","-3.336","-2.522","-6.089","-1.72","-1.457","-1.856","-1.66","-2.129","-1.706","-6.235","-2.872","-6.025","-9.71","-8.705","-9.418","-6.819","-5.585","-2.935","-13.324","-9.105","-5.391","-7.835","-7.976","-4.923","-8.165","-11.124","-12.946","-9.294","-8.957","-6.883"
"IMF.RES:WEO(6.0.0)","CAN.BCA_NGDPD.A","OBS_VALUE","Canada","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.432","-3.729","-3.607","-3.837","-2.376","-0.823","0.415","-1.337","-1.338","0.179","2.55","2.213","1.735","1.231","2.345","1.927","1.445","0.823","0.147","-2.909","-3.562","-2.712","-3.534","-3.141","-2.32","-3.495","-3.088","-2.803","-2.377","-1.953","-2.017","-0.019","-0.304","-0.627","-0.508","-0.139"
"IMF.RES:WEO(6.0.0)","CHL.BCA_NGDPD.A","OBS_VALUE","Chile","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.457","-0.258","-2.057","-5.122","-2.756","-1.815","-3.798","-4.146","-4.659","0.256","-1.011","-1.396","-0.683","0.216","3.261","1.913","5.497","5.054","-4.192","1.44","0.896","-4.92","-5.326","-4.778","-3.462","-2.733","-2.622","-2.756","-4.49","-5.217","-1.949","-7.279","-8.849","-3.128","-1.469","-2.062"
"IMF.RES:WEO(6.0.0)","TCD.BCA_NGDPD.A","OBS_VALUE","Chad","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.926","-2.794","-3.503","-5.455","-2.179","-8.027","-8.327","-8.579","-6.004","-7.511","-10.479","-22.94","-64.833","-33.761","-11.676","-5.507","-3.163","6.347","3.226","-3.944","-2.853","-0.156","-1.97","-3.748","-2.332","-4.743","-4.614","-5.994","-4.242","-3.561","-3.017","-1.973","4.876","-0.744","-1.328","-3.384"
"IMF.RES:WEO(6.0.0)","COM.BCA_NGDPD.A","OBS_VALUE","Comoros, Union of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.933","-2.081","-9.782","-1.54","-7.147","-7.447","-6.168","-6.216","-6.85","-3.657","-0.138","1.847","0.387","-0.926","-2.438","-3.375","-3.248","-2.897","-6.059","-4.09","-0.255","-3.613","-3.246","-4.044","-3.778","-0.256","-4.371","-2.248","-2.978","-3.455","-1.809","-0.32","-0.455","-1.981","-6.554","-4.158"
"IMF.RES:WEO(6.0.0)","COL.BCA_NGDPD.A","OBS_VALUE","Colombia","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.97","4.05","1.277","-2.857","-3.759","-4.16","-3.997","-4.511","-4.126","0.65","0.852","-1.066","-1.324","-0.969","-0.666","-1.338","-1.849","-2.982","-2.679","-1.907","-2.996","-2.906","-3.14","-3.236","-5.198","-6.372","-4.452","-3.182","-4.202","-4.584","-3.428","-5.635","-6.041","-2.262","-1.771","-2.256"
"IMF.RES:WEO(6.0.0)","CIV.BCA_NGDPD.A","OBS_VALUE","Côte d'Ivoire","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.136","-7.405","-6.569","-5.84","-0.12","-3.239","-0.967","-0.955","-1.665","-0.698","-1.625","-0.396","4.48","1.387","1.051","0.168","1.947","-0.494","1.349","4.82","1.35","7.504","-0.866","-0.978","1.045","-0.44","-0.856","-1.998","-3.904","-2.234","-3.128","-3.946","-7.589","-8.167","-4.171","-3.557"
"IMF.RES:WEO(6.0.0)","CRI.BCA_NGDPD.A","OBS_VALUE","Costa Rica","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.796","-3.108","-4.771","-7.202","-4.893","-3.222","-2.357","-3.642","-3.584","-4.865","-4.559","-3.218","-5.186","-5.208","-3.626","-4.29","-4.132","-5.575","-8.378","-1.823","-3.224","-5.297","-5.105","-4.772","-4.716","-3.404","-2.137","-3.617","-2.991","-1.19","-1.045","-3.176","-3.282","-1.432","-1.354","-1.78"
"IMF.RES:WEO(6.0.0)","COG.BCA_NGDPD.A","OBS_VALUE","Congo, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.635","-15.205","-9.651","-18.401","-38.36","-25.444","-22.916","-6.069","-10.743","-8.716","17.478","-1.213","5.772","13.683","13.201","6.067","13.87","-24.0","7.462","-14.103","6.854","13.175","13.644","10.77","1.042","-38.986","-45.252","-6.434","18.489","11.679","12.561","12.824","17.683","6.452","1.335","-1.445"
"IMF.RES:WEO(6.0.0)","COD.BCA_NGDPD.A","OBS_VALUE","Congo, Democratic Republic of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.726","-2.346","-2.085","-0.786","-1.079","0.061","-0.116","-0.695","-2.021","-0.588","1.027","3.808","4.797","5.32","2.042","0.992","0.334","2.83","-0.622","-5.915","-9.719","-4.852","-4.198","-8.908","-4.492","-3.69","-3.871","-3.146","-3.481","-3.184","-2.121","-1.062","-5.114","-6.495","-4.075","-2.947"
"IMF.RES:WEO(6.0.0)","DNK.BCA_NGDPD.A","OBS_VALUE","Denmark","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.992","1.425","2.745","3.376","2.044","1.003","1.648","1.315","-0.149","2.53","1.991","3.644","2.997","3.925","4.035","4.052","3.18","1.292","2.865","3.586","6.415","6.346","6.064","7.368","8.402","7.957","7.088","7.323","6.307","7.446","7.226","8.678","11.658","9.836","13.022","12.581"
"IMF.RES:WEO(6.0.0)","CYP.BCA_NGDPD.A","OBS_VALUE","Cyprus","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.571","-6.784","-8.596","1.546","0.929","-2.065","-4.67","-4.384","2.846","-1.622","-4.899","-3.037","-3.444","-2.042","-4.548","-5.315","-6.287","-10.65","-14.741","-6.688","-10.622","-2.205","-3.741","-1.514","-4.001","-0.269","-3.951","-5.016","-3.881","-5.513","-9.698","-5.368","-5.385","-9.465","-6.83","-7.265"
"IMF.RES:WEO(6.0.0)","ECU.BCA_NGDPD.A","OBS_VALUE","Ecuador","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.074","-5.388","-0.849","-5.058","-4.439","-4.55","-0.238","-1.767","-7.982","4.86","6.347","-2.383","-4.506","-1.249","-1.362","1.177","3.808","3.784","2.894","0.521","-2.322","-0.507","-0.167","-0.966","-0.651","-2.285","0.922","-0.388","-1.534","-0.507","2.091","2.741","1.84","1.83","5.818","3.423"
"IMF.RES:WEO(6.0.0)","EGY.BCA_NGDPD.A","OBS_VALUE","Egypt, Arab Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.699","3.435","8.307","4.428","0.35","0.611","-0.259","0.149","-2.779","-1.814","-1.11","-0.033","0.68","2.281","4.125","3.092","1.552","1.656","0.52","-2.231","-1.877","-2.457","-3.445","-2.108","-0.854","-3.468","-5.643","-5.832","-2.266","-3.427","-2.919","-4.355","-3.483","-1.196","-5.431","-5.81"
"IMF.RES:WEO(6.0.0)","DOM.BCA_NGDPD.A","OBS_VALUE","Dominican Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.497","-1.591","-6.1","-4.074","-1.932","-1.099","-1.166","-0.814","-1.561","-1.939","-4.223","-2.894","-2.928","4.815","4.628","-1.316","-3.388","-4.916","-9.382","-4.77","-7.47","-7.514","-6.549","-4.1","-3.234","-1.802","-1.077","-0.168","-1.553","-1.331","-1.691","-2.825","-5.754","-3.658","-3.344","-3.278"
"IMF.RES:WEO(6.0.0)","ETH.BCA_NGDPD.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.145","-2.143","0.036","0.072","-1.082","2.458","0.302","-0.264","-0.537","-7.027","-2.473","-1.352","-4.011","-1.212","-3.777","-7.374","-11.71","-6.156","-5.643","-8.164","-4.471","-0.674","-6.559","-5.939","-7.916","-11.476","-10.908","-8.457","-6.525","-5.328","-4.6","-3.192","-4.316","-2.924","-4.202","-4.757"
"IMF.RES:WEO(6.0.0)","SWZ.BCA_NGDPD.A","OBS_VALUE","Eswatini, Kingdom of","Current account balance (credit less debit), Percent of GDP","Annual","Units","4.103","3.674","-2.847","-4.255","0.114","-1.538","-2.842","-0.14","-5.192","-1.868","-2.639","0.584","2.319","4.068","2.574","-3.23","-5.974","-1.889","-7.02","-11.572","-8.748","-5.84","5.026","10.84","11.569","12.967","7.873","6.245","1.344","3.89","7.064","2.62","-2.701","2.245","1.588","-2.435"
"IMF.RES:WEO(6.0.0)","SLV.BCA_NGDPD.A","OBS_VALUE","El Salvador","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.15","-3.188","-1.874","-1.225","-0.234","-2.932","-1.763","-0.956","-0.829","-2.121","-3.653","-1.224","-3.199","-5.302","-4.677","-4.229","-4.785","-7.151","-8.518","-1.774","-2.888","-5.481","-5.797","-6.905","-5.371","-3.216","-2.274","-1.86","-3.302","-0.422","1.11","-4.306","-6.822","-1.369","-1.389","-0.872"
"IMF.RES:WEO(6.0.0)","FIN.BCA_NGDPD.A","OBS_VALUE","Finland","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.051","-5.355","-4.662","-1.462","0.822","3.832","3.518","4.753","4.708","4.846","7.161","7.676","7.821","4.315","5.604","2.877","3.931","4.029","2.543","1.996","1.362","-1.551","-2.23","-1.883","-1.357","-0.908","-1.969","-0.656","-1.611","-0.138","0.423","0.33","-2.416","-0.525","0.305","-0.505"
"IMF.RES:WEO(6.0.0)","GMB.BCA_NGDPD.A","OBS_VALUE","Gambia, The","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.075","-0.064","-0.046","-1.881","-1.129","-1.742","-5.548","-0.493","-0.999","-1.18","-3.435","-3.297","-3.683","-4.626","-2.72","-6.283","-4.296","-5.18","-7.563","-7.783","-10.049","-7.437","-4.478","-6.738","-7.339","-9.888","-9.221","-7.374","-9.491","-6.149","-5.783","-4.176","-4.226","-5.396","-5.61","-4.903"
"IMF.RES:WEO(6.0.0)","GAB.BCA_NGDPD.A","OBS_VALUE","Gabon","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.367","1.581","-3.791","-1.006","7.522","8.797","14.655","9.367","-12.999","7.862","18.549","10.3","6.34","11.764","11.903","20.944","14.606","22.061","24.597","6.597","17.054","14.305","11.51","8.312","6.107","0.98","-5.414","-0.706","7.144","4.6","-0.496","3.463","10.923","5.382","4.507","2.178"
"IMF.RES:WEO(6.0.0)","FRA.BCA_NGDPD.A","OBS_VALUE","France","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.783","-0.49","0.275","0.698","0.588","0.46","1.211","3.157","3.126","3.895","1.103","1.583","1.155","0.84","0.535","0.104","0.254","-0.102","-0.697","-0.55","-0.629","-0.858","-2.132","-0.609","-0.913","-0.325","-0.528","-0.547","-0.698","0.597","-2.053","0.277","-1.172","-0.995","0.396","0.19"
"IMF.RES:WEO(6.0.0)","FJI.BCA_NGDPD.A","OBS_VALUE","Fiji, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.174","-4.925","-2.422","-5.089","-1.85","-1.463","0.813","-2.649","-0.416","-2.393","-3.824","-4.422","0.749","-4.077","-11.065","-5.615","-13.972","-9.586","-13.365","-2.068","-3.845","-4.671","-0.998","-8.83","-5.552","-3.257","-3.538","-6.647","-8.422","-12.824","-13.693","-15.792","-17.229","-7.719","-6.711","-7.048"
"IMF.RES:WEO(6.0.0)","DEU.BCA_NGDPD.A","OBS_VALUE","Germany","Current account balance (credit less debit), Percent of GDP","Annual","Units","3.12","-1.194","-0.983","-0.781","-1.31","-1.069","-0.485","-0.344","-0.498","-1.157","-1.524","-0.173","1.954","1.499","4.514","4.651","5.81","6.672","5.6","5.803","5.742","6.29","7.188","6.708","7.233","8.105","8.907","8.067","8.428","7.878","6.32","6.92","3.845","5.562","5.729","5.247"
"IMF.RES:WEO(6.0.0)","GTM.BCA_NGDPD.A","OBS_VALUE","Guatemala","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.826","-2.002","-6.963","-6.353","-5.01","-4.071","-3.012","-3.73","-5.629","-5.889","-5.791","-6.138","-5.754","-4.416","-4.662","-4.403","-4.868","-5.098","-3.861","0.19","-1.848","-3.332","-3.701","-4.225","-3.301","-1.244","0.965","1.197","0.886","2.361","5.049","2.167","1.252","3.117","2.678","2.251"
"IMF.RES:WEO(6.0.0)","GHA.BCA_NGDPD.A","OBS_VALUE","Ghana","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.017","-1.369","-2.079","-3.784","-1.894","-0.918","-1.846","-2.379","-2.816","-5.033","-3.13","-3.26","-0.691","0.541","-2.713","-4.182","-3.36","-5.9","-8.241","-3.767","-6.094","-6.604","-8.8","-9.076","-6.757","-5.711","-5.06","-3.316","-3.037","-2.232","-2.534","-2.713","-2.302","-1.601","1.596","1.644"
"IMF.RES:WEO(6.0.0)","GIN.BCA_NGDPD.A","OBS_VALUE","Guinea","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.16","-5.242","-5.196","-4.349","-5.105","-5.297","-6.216","-4.61","-6.395","-5.326","-3.045","0.326","-0.008","-0.049","-1.83","-0.83","-3.125","-7.298","-6.582","-5.64","-6.397","-16.344","-19.704","-12.513","-14.393","-12.543","-30.656","-6.745","-18.497","-15.505","-16.236","4.139","-4.883","-8.208","-19.126","-15.956"
"IMF.RES:WEO(6.0.0)","GRC.BCA_NGDPD.A","OBS_VALUE","Greece","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.661","-1.511","-1.866","-0.695","-0.127","-2.38","-3.574","-3.837","-2.714","-3.721","-6.149","-7.109","-6.433","-6.47","-5.673","-7.515","-11.041","-14.128","-14.679","-11.018","-10.066","-10.141","-2.595","-2.609","-2.51","-1.487","-2.374","-2.568","-3.556","-2.211","-7.238","-6.984","-10.678","-6.701","-6.932","-6.538"
"IMF.RES:WEO(6.0.0)","HTI.BCA_NGDPD.A","OBS_VALUE","Haiti","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.918","-6.816","-8.218","-5.627","-0.524","-0.807","-0.8","-0.205","0.243","-0.611","-0.585","-1.171","-0.492","-0.914","-0.931","0.425","-0.919","-0.897","-1.953","-1.053","-0.859","-2.512","-3.277","-3.763","-7.251","-5.109","-1.7","-2.161","-2.881","-1.14","0.51","0.417","-2.481","-3.482","-0.553","0.438"
"IMF.RES:WEO(6.0.0)","HND.BCA_NGDPD.A","OBS_VALUE","Honduras","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.633","-3.235","-4.448","-6.249","-6.658","-3.265","-3.717","-2.96","-2.014","-3.76","-7.155","-6.325","-3.622","-6.792","-7.735","-3.002","-3.725","-9.092","-15.446","-3.842","-5.112","-8.008","-8.591","-9.595","-6.994","-4.703","-3.166","-1.254","-6.617","-2.643","2.872","-5.502","-6.739","-3.895","-4.642","-4.293"
"IMF.RES:WEO(6.0.0)","HKG.BCA_NGDPD.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.193","4.312","3.007","4.745","-0.825","-6.266","-2.505","-4.358","1.485","6.426","4.391","6.136","7.893","10.82","9.965","11.918","12.68","13.022","15.053","9.88","6.996","5.571","1.579","1.519","1.391","3.317","3.958","4.569","3.739","5.888","6.993","11.798","10.215","8.503","12.955","11.427"
"IMF.RES:WEO(6.0.0)","GNB.BCA_NGDPD.A","OBS_VALUE","Guinea-Bissau","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.263","-9.77","-11.467","-9.492","-12.734","-4.523","-6.004","-4.676","-3.556","-2.192","2.725","-3.875","-3.28","-2.523","-1.574","-1.635","-6.22","-4.072","-3.024","-5.393","-7.529","-1.208","-7.925","-4.345","0.494","1.824","1.358","0.263","-3.484","-8.544","-2.558","-0.819","-8.628","-8.593","-8.677","-5.512"
"IMF.RES:WEO(6.0.0)","GUY.BCA_NGDPD.A","OBS_VALUE","Guyana","Current account balance (credit less debit), Percent of GDP","Annual","Units","-23.486","-18.54","-14.045","-9.745","-5.036","-4.255","-2.124","-5.136","-6.088","-1.373","-4.656","-4.695","-3.194","-2.854","-1.153","-5.704","-8.643","-5.907","-9.323","-5.635","-6.504","-9.421","-7.431","-9.941","-6.676","-3.44","1.453","-4.887","-28.974","-68.779","-17.334","-24.802","25.853","9.929","24.607","8.931"
