iso3,Date,gross gdp
URY,2007-01-01,25.603
URY,2008-01-01,33.151
URY,2009-01-01,34.565
URY,2010-01-01,43.967
URY,2011-01-01,52.354
URY,2012-01-01,55.938
URY,2013-01-01,62.857
URY,2014-01-01,62.546
URY,2015-01-01,58.218
URY,2016-01-01,57.58
URY,2017-01-01,65.068
URY,2018-01-01,65.37
URY,2019-01-01,62.229
URY,2020-01-01,53.557
URY,2021-01-01,60.742
URY,2022-01-01,70.6
URY,2023-01-01,77.997
URY,2024-01-01,80.961
URY,2025-01-01,79.731
USA,1990-01-01,5963.125
USA,1991-01-01,6158.125
USA,1992-01-01,6520.325
USA,1993-01-01,6858.55
USA,1994-01-01,7287.25
USA,1995-01-01,7639.75
USA,1996-01-01,8073.125
USA,1997-01-01,8577.55
USA,1998-01-01,9062.825
USA,1999-01-01,9631.175
USA,2000-01-01,10250.95
USA,2001-01-01,10581.925
USA,2002-01-01,10929.1
USA,2003-01-01,11456.45
USA,2004-01-01,12217.175
USA,2005-01-01,13039.2
USA,2006-01-01,13815.6
USA,2007-01-01,14474.25
USA,2008-01-01,14769.85
USA,2009-01-01,14478.05
USA,2010-01-01,15048.975
USA,2011-01-01,15599.725
USA,2012-01-01,16253.95
USA,2013-01-01,16880.675
USA,2014-01-01,17608.125
USA,2015-01-01,18295.0
USA,2016-01-01,18804.9
USA,2017-01-01,19612.1
USA,2018-01-01,20656.525
USA,2019-01-01,21539.975
USA,2020-01-01,21354.125
USA,2021-01-01,23681.175
USA,2022-01-01,26006.9
USA,2023-01-01,27720.725
USA,2024-01-01,29184.9
USA,2025-01-01,30507.217
VNM,1990-01-01,8.217
VNM,1991-01-01,9.704
VNM,1992-01-01,12.528
VNM,1993-01-01,16.736
VNM,1994-01-01,20.712
VNM,1995-01-01,26.407
VNM,1996-01-01,31.352
VNM,1997-01-01,34.146
VNM,1998-01-01,34.58
VNM,1999-01-01,36.444
VNM,2000-01-01,39.585
VNM,2001-01-01,41.297
VNM,2002-01-01,44.563
VNM,2003-01-01,50.233
VNM,2004-01-01,62.877
VNM,2005-01-01,73.197
VNM,2006-01-01,84.301
VNM,2007-01-01,98.426
VNM,2008-01-01,124.756
VNM,2009-01-01,129.022
VNM,2010-01-01,143.212
VNM,2011-01-01,171.312
VNM,2012-01-01,195.169
VNM,2013-01-01,212.728
VNM,2014-01-01,232.888
VNM,2015-01-01,236.795
VNM,2016-01-01,252.146
VNM,2017-01-01,277.071
VNM,2018-01-01,304.47
VNM,2019-01-01,331.818
VNM,2020-01-01,346.31
VNM,2021-01-01,370.076
VNM,2022-01-01,411.068
VNM,2023-01-01,433.008
VNM,2024-01-01,459.472
VNM,2025-01-01,490.97
ZAF,1990-01-01,126.027
ZAF,1991-01-01,135.227
ZAF,1992-01-01,146.97
ZAF,1993-01-01,147.236
ZAF,1994-01-01,153.569
ZAF,1995-01-01,171.736
ZAF,1996-01-01,163.34
ZAF,1997-01-01,169.004
ZAF,1998-01-01,152.885
ZAF,1999-01-01,151.426
ZAF,2000-01-01,151.855
ZAF,2001-01-01,135.527
ZAF,2002-01-01,129.385
ZAF,2003-01-01,197.017
ZAF,2004-01-01,256.188
ZAF,2005-01-01,288.749
ZAF,2006-01-01,304.055
ZAF,2007-01-01,332.65
ZAF,2008-01-01,316.491
ZAF,2009-01-01,331.184
ZAF,2010-01-01,417.315
ZAF,2011-01-01,458.708
ZAF,2012-01-01,434.4
ZAF,2013-01-01,400.877
ZAF,2014-01-01,381.195
ZAF,2015-01-01,346.663
ZAF,2016-01-01,323.493
ZAF,2017-01-01,381.317
ZAF,2018-01-01,405.093
ZAF,2019-01-01,389.245
ZAF,2020-01-01,337.876
ZAF,2021-01-01,420.778
ZAF,2022-01-01,406.755
ZAF,2023-01-01,380.592
ZAF,2024-01-01,400.191
ZAF,2025-01-01,410.338
