iso3,Date,NEER
HUN,2008-02-01,96.75
HUN,2008-03-01,98.51
HUN,2008-04-01,101.49
HUN,2008-05-01,103.87
HUN,2008-06-01,105.86
HUN,2008-07-01,110.87
HUN,2008-08-01,107.82
HUN,2008-09-01,105.2
HUN,2008-10-01,97.2
HUN,2008-11-01,93.89
HUN,2008-12-01,95.9
HUN,2009-01-01,90.53
HUN,2009-02-01,84.79
HUN,2009-03-01,83.83
HUN,2009-04-01,86.22
HUN,2009-05-01,90.46
HUN,2009-06-01,91.28
HUN,2009-07-01,94.07
HUN,2009-08-01,94.98
HUN,2009-09-01,94.6
HUN,2009-10-01,96.07
HUN,2009-11-01,95.32
HUN,2009-12-01,94.17
HUN,2010-01-01,94.71
HUN,2010-02-01,93.05
HUN,2010-03-01,94.65
HUN,2010-04-01,94.32
HUN,2010-05-01,89.27
HUN,2010-06-01,86.98
HUN,2010-07-01,86.89
HUN,2010-08-01,87.65
HUN,2010-09-01,87.35
HUN,2010-10-01,91.18
HUN,2010-11-01,90.34
HUN,2010-12-01,89.12
HUN,2011-01-01,89.68
HUN,2011-02-01,91.53
HUN,2011-03-01,92.39
HUN,2011-04-01,94.89
HUN,2011-05-01,94.02
HUN,2011-06-01,94.08
HUN,2011-07-01,93.55
HUN,2011-08-01,92.02
HUN,2011-09-01,87.57
HUN,2011-10-01,84.09
HUN,2011-11-01,80.34
HUN,2011-12-01,81.3
HUN,2012-01-01,79.87
HUN,2012-02-01,84.75
HUN,2012-03-01,84.46
HUN,2012-04-01,83.22
HUN,2012-05-01,83.42
HUN,2012-06-01,83.11
HUN,2012-07-01,84.6
HUN,2012-08-01,86.89
HUN,2012-09-01,85.99
HUN,2012-10-01,86.75
HUN,2012-11-01,86.56
HUN,2012-12-01,86.42
HUN,2013-01-01,84.37
HUN,2013-02-01,85.08
HUN,2013-03-01,81.57
HUN,2013-04-01,82.86
HUN,2013-05-01,84.78
HUN,2013-06-01,84.4
HUN,2013-07-01,84.65
HUN,2013-08-01,83.77
HUN,2013-09-01,83.67
HUN,2013-10-01,85.3
HUN,2013-11-01,84.47
HUN,2013-12-01,84.15
HUN,2014-01-01,83.76
HUN,2014-02-01,81.74
HUN,2014-03-01,81.55
HUN,2014-04-01,82.55
HUN,2014-05-01,83.1
HUN,2014-06-01,82.35
HUN,2014-07-01,81.35
HUN,2014-08-01,80.04
HUN,2014-09-01,79.8
HUN,2014-10-01,81.06
HUN,2014-11-01,81.25
HUN,2014-12-01,80.66
HUN,2015-01-01,77.79
HUN,2015-02-01,79.79
HUN,2015-03-01,79.69
HUN,2015-04-01,80.37
HUN,2015-05-01,79.36
HUN,2015-06-01,78.16
HUN,2015-07-01,78.09
HUN,2015-08-01,78.76
HUN,2015-09-01,78.9
HUN,2015-10-01,79.24
HUN,2015-11-01,77.98
HUN,2015-12-01,78.02
HUN,2016-01-01,78.34
HUN,2016-02-01,79.92
HUN,2016-03-01,79.28
HUN,2016-04-01,79.37
HUN,2016-05-01,78.67
HUN,2016-06-01,78.68
HUN,2016-07-01,78.33
HUN,2016-08-01,79.52
HUN,2016-09-01,80.03
HUN,2016-10-01,80.53
HUN,2016-11-01,79.78
HUN,2016-12-01,78.77
HUN,2017-01-01,79.65
HUN,2017-02-01,79.49
HUN,2017-03-01,79.32
HUN,2017-04-01,78.73
HUN,2017-05-01,79.76
HUN,2017-06-01,80.57
HUN,2017-07-01,81.48
HUN,2017-08-01,82.79
HUN,2017-09-01,81.7
HUN,2017-10-01,81.15
HUN,2017-11-01,80.74
HUN,2017-12-01,80.44
HUN,2018-01-01,81.78
HUN,2018-02-01,81.4
HUN,2018-03-01,81.15
HUN,2018-04-01,81.47
HUN,2018-05-01,79.75
HUN,2018-06-01,78.11
HUN,2018-07-01,77.84
HUN,2018-08-01,78.31
HUN,2018-09-01,78.18
HUN,2018-10-01,78.03
HUN,2018-11-01,78.15
HUN,2018-12-01,78.12
HUN,2019-01-01,78.69
HUN,2019-02-01,78.98
HUN,2019-03-01,79.47
HUN,2019-04-01,78.12
HUN,2019-05-01,77.22
HUN,2019-06-01,77.89
HUN,2019-07-01,77.12
HUN,2019-08-01,76.85
HUN,2019-09-01,75.34
HUN,2019-10-01,75.4
HUN,2019-11-01,74.83
HUN,2019-12-01,75.56
HUN,2020-01-01,74.65
HUN,2020-02-01,73.81
HUN,2020-03-01,73.09
HUN,2020-04-01,70.67
HUN,2020-05-01,71.7
HUN,2020-06-01,72.94
HUN,2020-07-01,72.38
HUN,2020-08-01,73.46
HUN,2020-09-01,71.08
HUN,2020-10-01,70.56
HUN,2020-11-01,70.99
HUN,2020-12-01,71.55
HUN,2021-01-01,71.46
HUN,2021-02-01,71.46
HUN,2021-03-01,69.93
HUN,2021-04-01,70.99
HUN,2021-05-01,72.43
HUN,2021-06-01,73.21
HUN,2021-07-01,71.46
HUN,2021-08-01,72.48
HUN,2021-09-01,72.4
HUN,2021-10-01,70.45
HUN,2021-11-01,69.49
HUN,2021-12-01,69.06
HUN,2022-01-01,70.69
HUN,2022-02-01,71.05
HUN,2022-03-01,67.31
HUN,2022-04-01,67.16
HUN,2022-05-01,65.3
HUN,2022-06-01,63.34
HUN,2022-07-01,61.81
HUN,2022-08-01,61.9
HUN,2022-09-01,61.76
HUN,2022-10-01,59.71
HUN,2022-11-01,61.81
HUN,2022-12-01,62.14
HUN,2023-01-01,64.18
HUN,2023-02-01,66.01
HUN,2023-03-01,66.12
HUN,2023-04-01,68.12
HUN,2023-05-01,68.61
HUN,2023-06-01,69.03
HUN,2023-07-01,67.93
HUN,2023-08-01,66.84
HUN,2023-09-01,66.51
HUN,2023-10-01,66.61
HUN,2023-11-01,68.01
HUN,2023-12-01,67.43
HUN,2024-01-01,67.46
HUN,2024-02-01,66.33
HUN,2024-03-01,65.33
HUN,2024-04-01,65.76
HUN,2024-05-01,66.73
HUN,2024-06-01,65.48
HUN,2024-07-01,65.93
HUN,2024-08-01,65.56
HUN,2024-09-01,65.6
HUN,2024-10-01,64.43
HUN,2024-11-01,62.86
HUN,2024-12-01,62.47
HUN,2025-01-01,62.39
HUN,2025-02-01,63.55
HUN,2025-03-01,64.63
HUN,2025-04-01,64.07
HUN,2025-05-01,64.41
HUN,2025-06-01,65.02
IDN,1993-01-01,404.22
IDN,1993-02-01,406.22
IDN,1993-03-01,405.5
IDN,1993-04-01,399.68
IDN,1993-05-01,399.42
IDN,1993-06-01,400.62
IDN,1993-07-01,404.87
IDN,1993-08-01,403.38
IDN,1993-09-01,400.79
IDN,1993-10-01,404.23
IDN,1993-11-01,410.21
IDN,1993-12-01,411.95
IDN,1994-01-01,425.09
IDN,1994-02-01,420.54
IDN,1994-03-01,417.43
IDN,1994-04-01,417.01
IDN,1994-05-01,415.21
IDN,1994-06-01,412.24
IDN,1994-07-01,404.88
IDN,1994-08-01,403.76
IDN,1994-09-01,400.03
IDN,1994-10-01,396.7
IDN,1994-11-01,396.73
IDN,1994-12-01,399.7
IDN,1995-01-01,397.97
IDN,1995-02-01,395.3
IDN,1995-03-01,385.59
IDN,1995-04-01,375.91
IDN,1995-05-01,375.84
IDN,1995-06-01,373.41
IDN,1995-07-01,372.92
IDN,1995-08-01,380.1
IDN,1995-09-01,384.84
IDN,1995-10-01,381.13
IDN,1995-11-01,381.3
IDN,1995-12-01,381.14
IDN,1996-01-01,384.85
IDN,1996-02-01,383.11
IDN,1996-03-01,381.17
IDN,1996-04-01,381.81
IDN,1996-05-01,381.13
IDN,1996-06-01,383.77
IDN,1996-07-01,382.69
IDN,1996-08-01,379.42
IDN,1996-09-01,384.13
IDN,1996-10-01,386.86
IDN,1996-11-01,384.91
IDN,1996-12-01,383.61
IDN,1997-01-01,387.01
IDN,1997-02-01,393.45
IDN,1997-03-01,393.65
IDN,1997-04-01,394.4
IDN,1997-05-01,388.67
IDN,1997-06-01,385.98
IDN,1997-07-01,380.58
IDN,1997-08-01,348.97
IDN,1997-09-01,321.84
IDN,1997-10-01,272.74
IDN,1997-11-01,286.82
IDN,1997-12-01,213.0
IDN,1998-01-01,111.36
IDN,1998-02-01,117.92
IDN,1998-03-01,108.52
IDN,1998-04-01,132.04
IDN,1998-05-01,106.53
IDN,1998-06-01,79.32
IDN,1998-07-01,76.85
IDN,1998-08-01,90.72
IDN,1998-09-01,97.92
IDN,1998-10-01,123.84
IDN,1998-11-01,133.67
IDN,1998-12-01,131.61
IDN,1999-01-01,116.95
IDN,1999-02-01,118.84
IDN,1999-03-01,118.59
IDN,1999-04-01,123.39
IDN,1999-05-01,132.38
IDN,1999-06-01,146.97
IDN,1999-07-01,156.02
IDN,1999-08-01,139.55
IDN,1999-09-01,125.95
IDN,1999-10-01,140.82
IDN,1999-11-01,147.12
IDN,1999-12-01,145.3
IDN,2000-01-01,142.94
IDN,2000-02-01,142.66
IDN,2000-03-01,141.6
IDN,2000-04-01,136.25
IDN,2000-05-01,128.82
IDN,2000-06-01,123.37
IDN,2000-07-01,116.81
IDN,2000-08-01,130.63
IDN,2000-09-01,127.58
IDN,2000-10-01,123.14
IDN,2000-11-01,119.08
IDN,2000-12-01,117.2
IDN,2001-01-01,117.13
IDN,2001-02-01,115.25
IDN,2001-03-01,111.43
IDN,2001-04-01,102.86
IDN,2001-05-01,102.45
IDN,2001-06-01,102.51
IDN,2001-07-01,108.81
IDN,2001-08-01,129.64
IDN,2001-09-01,122.41
IDN,2001-10-01,113.56
IDN,2001-11-01,109.1
IDN,2001-12-01,110.23
IDN,2002-01-01,113.29
IDN,2002-02-01,115.66
IDN,2002-03-01,119.32
IDN,2002-04-01,124.77
IDN,2002-05-01,127.0
IDN,2002-06-01,129.71
IDN,2002-07-01,123.93
IDN,2002-08-01,125.89
IDN,2002-09-01,125.73
IDN,2002-10-01,123.67
IDN,2002-11-01,124.22
IDN,2002-12-01,125.51
IDN,2003-01-01,123.49
IDN,2003-02-01,123.31
IDN,2003-03-01,122.85
IDN,2003-04-01,124.66
IDN,2003-05-01,127.05
IDN,2003-06-01,129.37
IDN,2003-07-01,128.27
IDN,2003-08-01,126.89
IDN,2003-09-01,126.73
IDN,2003-10-01,123.84
IDN,2003-11-01,122.72
IDN,2003-12-01,121.29
IDN,2004-01-01,121.24
IDN,2004-02-01,120.24
IDN,2004-03-01,119.42
IDN,2004-04-01,119.26
IDN,2004-05-01,116.29
IDN,2004-06-01,110.07
IDN,2004-07-01,113.93
IDN,2004-08-01,111.86
IDN,2004-09-01,112.66
IDN,2004-10-01,112.41
IDN,2004-11-01,110.37
IDN,2004-12-01,106.22
IDN,2005-01-01,107.36
IDN,2005-02-01,106.99
IDN,2005-03-01,104.76
IDN,2005-04-01,104.2
IDN,2005-05-01,105.33
IDN,2005-06-01,105.15
IDN,2005-07-01,104.56
IDN,2005-08-01,101.65
IDN,2005-09-01,99.31
IDN,2005-10-01,101.97
IDN,2005-11-01,103.28
IDN,2005-12-01,105.27
IDN,2006-01-01,107.85
IDN,2006-02-01,110.76
IDN,2006-03-01,112.12
IDN,2006-04-01,113.68
IDN,2006-05-01,109.53
IDN,2006-06-01,107.19
IDN,2006-07-01,110.04
IDN,2006-08-01,110.05
IDN,2006-09-01,109.51
IDN,2006-10-01,109.88
IDN,2006-11-01,109.01
IDN,2006-12-01,108.64
IDN,2007-01-01,109.59
IDN,2007-02-01,109.26
IDN,2007-03-01,107.51
IDN,2007-04-01,107.37
IDN,2007-05-01,111.12
IDN,2007-06-01,108.8
IDN,2007-07-01,106.7
IDN,2007-08-01,103.37
IDN,2007-09-01,103.37
IDN,2007-10-01,103.91
IDN,2007-11-01,100.2
IDN,2007-12-01,100.0
IDN,2008-01-01,98.46
IDN,2008-02-01,100.4
IDN,2008-03-01,97.65
IDN,2008-04-01,97.21
IDN,2008-05-01,97.18
IDN,2008-06-01,97.84
IDN,2008-07-01,98.76
IDN,2008-08-01,101.08
IDN,2008-09-01,100.78
IDN,2008-10-01,96.78
IDN,2008-11-01,83.99
IDN,2008-12-01,86.56
IDN,2009-01-01,87.34
IDN,2009-02-01,84.06
IDN,2009-03-01,85.04
IDN,2009-04-01,90.43
IDN,2009-05-01,93.53
IDN,2009-06-01,93.71
IDN,2009-07-01,94.3
IDN,2009-08-01,94.67
IDN,2009-09-01,94.99
IDN,2009-10-01,97.41
IDN,2009-11-01,96.68
IDN,2009-12-01,97.36
IDN,2010-01-01,99.56
IDN,2010-02-01,100.32
IDN,2010-03-01,102.06
IDN,2010-04-01,103.99
IDN,2010-05-01,103.78
IDN,2010-06-01,105.51
IDN,2010-07-01,104.7
IDN,2010-08-01,103.87
IDN,2010-09-01,103.15
IDN,2010-10-01,100.73
IDN,2010-11-01,100.96
IDN,2010-12-01,101.33
IDN,2011-01-01,100.1
IDN,2011-02-01,101.06
IDN,2011-03-01,101.89
IDN,2011-04-01,102.17
IDN,2011-05-01,102.64
IDN,2011-06-01,102.33
IDN,2011-07-01,102.39
IDN,2011-08-01,101.66
IDN,2011-09-01,101.71
IDN,2011-10-01,100.57
IDN,2011-11-01,99.38
IDN,2011-12-01,99.92
IDN,2012-01-01,99.92
IDN,2012-02-01,99.09
IDN,2012-03-01,98.65
IDN,2012-04-01,98.73
IDN,2012-05-01,98.04
IDN,2012-06-01,97.62
IDN,2012-07-01,97.89
IDN,2012-08-01,96.41
IDN,2012-09-01,94.49
IDN,2012-10-01,94.03
IDN,2012-11-01,94.41
IDN,2012-12-01,94.15
IDN,2013-01-01,94.29
IDN,2013-02-01,95.32
IDN,2013-03-01,96.39
IDN,2013-04-01,96.52
IDN,2013-05-01,96.96
IDN,2013-06-01,95.57
IDN,2013-07-01,94.61
IDN,2013-08-01,89.68
IDN,2013-09-01,83.4
IDN,2013-10-01,82.2
IDN,2013-11-01,81.15
IDN,2013-12-01,78.37
IDN,2014-01-01,78.31
IDN,2014-02-01,79.73
IDN,2014-03-01,82.95
IDN,2014-04-01,82.6
IDN,2014-05-01,81.77
IDN,2014-06-01,79.41
IDN,2014-07-01,80.91
IDN,2014-08-01,81.31
IDN,2014-09-01,81.82
IDN,2014-10-01,80.73
IDN,2014-11-01,82.44
IDN,2014-12-01,81.81
IDN,2015-01-01,82.2
IDN,2015-02-01,81.8
IDN,2015-03-01,81.27
IDN,2015-04-01,81.64
IDN,2015-05-01,79.78
IDN,2015-06-01,79.4
IDN,2015-07-01,79.82
IDN,2015-08-01,78.25
IDN,2015-09-01,75.07
IDN,2015-10-01,77.97
IDN,2015-11-01,79.91
IDN,2015-12-01,78.95
IDN,2016-01-01,79.22
IDN,2016-02-01,80.45
IDN,2016-03-01,81.46
IDN,2016-04-01,80.15
IDN,2016-05-01,79.07
IDN,2016-06-01,79.18
IDN,2016-07-01,80.74
IDN,2016-08-01,79.58
IDN,2016-09-01,80.11
IDN,2016-10-01,81.74
IDN,2016-11-01,81.53
IDN,2016-12-01,82.79
IDN,2017-01-01,82.81
IDN,2017-02-01,82.08
IDN,2017-03-01,81.95
IDN,2017-04-01,81.56
IDN,2017-05-01,81.09
IDN,2017-06-01,80.63
IDN,2017-07-01,79.92
IDN,2017-08-01,78.96
IDN,2017-09-01,78.82
IDN,2017-10-01,78.34
IDN,2017-11-01,78.35
IDN,2017-12-01,77.78
IDN,2018-01-01,77.32
IDN,2018-02-01,75.5
IDN,2018-03-01,74.44
IDN,2018-04-01,74.49
IDN,2018-05-01,74.7
IDN,2018-06-01,75.49
IDN,2018-07-01,74.16
IDN,2018-08-01,73.91
IDN,2018-09-01,72.54
IDN,2018-10-01,71.48
IDN,2018-11-01,74.06
IDN,2018-12-01,74.98
IDN,2019-01-01,75.95
IDN,2019-02-01,76.78
IDN,2019-03-01,76.09
IDN,2019-04-01,76.72
IDN,2019-05-01,75.8
IDN,2019-06-01,76.19
IDN,2019-07-01,77.16
IDN,2019-08-01,76.74
IDN,2019-09-01,77.72
IDN,2019-10-01,77.49
IDN,2019-11-01,77.62
IDN,2019-12-01,77.73
IDN,2020-01-01,79.18
IDN,2020-02-01,79.9
IDN,2020-03-01,72.93
IDN,2020-04-01,70.56
IDN,2020-05-01,74.86
IDN,2020-06-01,77.46
IDN,2020-07-01,74.83
IDN,2020-08-01,73.21
IDN,2020-09-01,72.48
IDN,2020-10-01,72.77
IDN,2020-11-01,74.75
IDN,2020-12-01,74.08
IDN,2021-01-01,74.45
IDN,2021-02-01,74.86
IDN,2021-03-01,73.9
IDN,2021-04-01,73.08
IDN,2021-05-01,73.8
IDN,2021-06-01,74.0
IDN,2021-07-01,73.95
IDN,2021-08-01,74.72
IDN,2021-09-01,75.46
IDN,2021-10-01,76.47
IDN,2021-11-01,76.64
IDN,2021-12-01,76.71
IDN,2022-01-01,76.64
IDN,2022-02-01,76.54
IDN,2022-03-01,77.84
IDN,2022-04-01,79.03
IDN,2022-05-01,79.24
IDN,2022-06-01,79.48
IDN,2022-07-01,79.48
IDN,2022-08-01,80.12
IDN,2022-09-01,81.79
IDN,2022-10-01,80.66
IDN,2022-11-01,77.71
IDN,2022-12-01,75.78
IDN,2023-01-01,76.05
IDN,2023-02-01,77.49
IDN,2023-03-01,77.17
IDN,2023-04-01,78.84
IDN,2023-05-01,79.9
IDN,2023-06-01,79.85
IDN,2023-07-01,78.82
IDN,2023-08-01,78.96
IDN,2023-09-01,79.44
IDN,2023-10-01,78.18
IDN,2023-11-01,77.9
IDN,2023-12-01,77.6
IDN,2024-01-01,77.48
IDN,2024-02-01,77.96
IDN,2024-03-01,77.76
IDN,2024-04-01,76.83
IDN,2024-05-01,76.9
IDN,2024-06-01,76.1
IDN,2024-07-01,76.29
IDN,2024-08-01,76.82
IDN,2024-09-01,78.21
IDN,2024-10-01,78.41
IDN,2024-11-01,78.57
IDN,2024-12-01,78.01
IDN,2025-01-01,77.73
IDN,2025-02-01,76.59
IDN,2025-03-01,75.03
IDN,2025-04-01,72.26
IDN,2025-05-01,73.09
IDN,2025-06-01,73.01
IND,1993-01-01,126.47
IND,1993-02-01,128.47
IND,1993-03-01,108.12
IND,1993-04-01,106.62
IND,1993-05-01,107.24
IND,1993-06-01,108.22
IND,1993-07-01,110.43
IND,1993-08-01,110.83
IND,1993-09-01,109.93
IND,1993-10-01,111.36
IND,1993-11-01,112.96
IND,1993-12-01,113.56
IND,1994-01-01,116.96
IND,1994-02-01,117.15
IND,1994-03-01,116.89
IND,1994-04-01,117.63
IND,1994-05-01,117.14
IND,1994-06-01,116.61
IND,1994-07-01,115.02
IND,1994-08-01,115.06
IND,1994-09-01,114.55
IND,1994-10-01,113.95
IND,1994-11-01,114.62
IND,1994-12-01,116.18
IND,1995-01-01,116.0
IND,1995-02-01,115.66
IND,1995-03-01,112.6
IND,1995-04-01,111.91
IND,1995-05-01,112.51
IND,1995-06-01,112.16
IND,1995-07-01,112.07
IND,1995-08-01,113.41
IND,1995-09-01,108.89
IND,1995-10-01,103.88
IND,1995-11-01,103.68
IND,1995-12-01,103.83
IND,1996-01-01,102.31
IND,1996-02-01,100.12
IND,1996-03-01,106.69
IND,1996-04-01,108.1
IND,1996-05-01,106.44
IND,1996-06-01,106.53
IND,1996-07-01,104.57
IND,1996-08-01,103.67
IND,1996-09-01,104.17
IND,1996-10-01,105.04
IND,1996-11-01,104.22
IND,1996-12-01,105.05
IND,1997-01-01,106.56
IND,1997-02-01,108.83
IND,1997-03-01,109.69
IND,1997-04-01,110.4
IND,1997-05-01,109.89
IND,1997-06-01,110.11
IND,1997-07-01,112.07
IND,1997-08-01,113.76
IND,1997-09-01,112.05
IND,1997-10-01,112.59
IND,1997-11-01,110.26
IND,1997-12-01,108.13
IND,1998-01-01,111.13
IND,1998-02-01,111.18
IND,1998-03-01,109.39
IND,1998-04-01,108.49
IND,1998-05-01,106.7
IND,1998-06-01,103.54
IND,1998-07-01,103.13
IND,1998-08-01,103.19
IND,1998-09-01,102.71
IND,1998-10-01,100.52
IND,1998-11-01,101.19
IND,1998-12-01,100.6
IND,1999-01-01,101.56
IND,1999-02-01,103.54
IND,1999-03-01,105.29
IND,1999-04-01,105.02
IND,1999-05-01,105.09
IND,1999-06-01,104.91
IND,1999-07-01,104.68
IND,1999-08-01,103.23
IND,1999-09-01,103.21
IND,1999-10-01,102.49
IND,1999-11-01,103.77
IND,1999-12-01,104.13
IND,2000-01-01,103.88
IND,2000-02-01,105.44
IND,2000-03-01,106.11
IND,2000-04-01,106.63
IND,2000-05-01,108.4
IND,2000-06-01,104.94
IND,2000-07-01,105.33
IND,2000-08-01,104.57
IND,2000-09-01,105.87
IND,2000-10-01,106.0
IND,2000-11-01,105.47
IND,2000-12-01,104.12
IND,2001-01-01,103.56
IND,2001-02-01,104.38
IND,2001-03-01,105.61
IND,2001-04-01,106.73
IND,2001-05-01,106.96
IND,2001-06-01,107.93
IND,2001-07-01,107.63
IND,2001-08-01,105.46
IND,2001-09-01,103.96
IND,2001-10-01,103.93
IND,2001-11-01,104.71
IND,2001-12-01,105.14
IND,2002-01-01,105.25
IND,2002-02-01,105.3
IND,2002-03-01,104.79
IND,2002-04-01,103.88
IND,2002-05-01,102.02
IND,2002-06-01,100.38
IND,2002-07-01,98.92
IND,2002-08-01,100.15
IND,2002-09-01,100.6
IND,2002-10-01,101.24
IND,2002-11-01,100.14
IND,2002-12-01,99.78
IND,2003-01-01,98.31
IND,2003-02-01,98.42
IND,2003-03-01,98.59
IND,2003-04-01,98.9
IND,2003-05-01,96.45
IND,2003-06-01,96.76
IND,2003-07-01,98.82
IND,2003-08-01,100.43
IND,2003-09-01,99.85
IND,2003-10-01,98.64
IND,2003-11-01,98.27
IND,2003-12-01,96.12
IND,2004-01-01,95.04
IND,2004-02-01,95.17
IND,2004-03-01,97.04
IND,2004-04-01,100.15
IND,2004-05-01,98.14
IND,2004-06-01,96.83
IND,2004-07-01,95.12
IND,2004-08-01,94.98
IND,2004-09-01,95.31
IND,2004-10-01,94.88
IND,2004-11-01,93.99
IND,2004-12-01,94.81
IND,2005-01-01,96.06
IND,2005-02-01,96.43
IND,2005-03-01,95.81
IND,2005-04-01,96.75
IND,2005-05-01,98.01
IND,2005-06-01,99.63
IND,2005-07-01,100.74
IND,2005-08-01,99.33
IND,2005-09-01,98.77
IND,2005-10-01,98.01
IND,2005-11-01,97.05
IND,2005-12-01,96.78
IND,2006-01-01,98.05
IND,2006-02-01,98.74
IND,2006-03-01,98.25
IND,2006-04-01,96.18
IND,2006-05-01,93.1
IND,2006-06-01,92.77
IND,2006-07-01,91.85
IND,2006-08-01,91.11
IND,2006-09-01,92.27
IND,2006-10-01,93.99
IND,2006-11-01,94.16
IND,2006-12-01,93.35
IND,2007-01-01,94.83
IND,2007-02-01,94.95
IND,2007-03-01,94.64
IND,2007-04-01,97.75
IND,2007-05-01,100.89
IND,2007-06-01,101.27
IND,2007-07-01,100.9
IND,2007-08-01,100.25
IND,2007-09-01,100.34
IND,2007-10-01,100.88
IND,2007-11-01,99.41
IND,2007-12-01,100.0
IND,2008-01-01,99.51
IND,2008-02-01,98.23
IND,2008-03-01,94.29
IND,2008-04-01,94.7
IND,2008-05-01,90.6
IND,2008-06-01,89.32
IND,2008-07-01,88.63
IND,2008-08-01,90.77
IND,2008-09-01,87.89
IND,2008-10-01,86.19
IND,2008-11-01,88.08
IND,2008-12-01,87.05
IND,2009-01-01,87.48
IND,2009-02-01,88.75
IND,2009-03-01,85.48
IND,2009-04-01,86.07
IND,2009-05-01,86.43
IND,2009-06-01,86.43
IND,2009-07-01,84.82
IND,2009-08-01,84.36
IND,2009-09-01,83.19
IND,2009-10-01,85.21
IND,2009-11-01,84.99
IND,2009-12-01,85.69
IND,2010-01-01,87.5
IND,2010-02-01,88.44
IND,2010-03-01,90.11
IND,2010-04-01,92.23
IND,2010-05-01,92.32
IND,2010-06-01,91.86
IND,2010-07-01,89.23
IND,2010-08-01,88.74
IND,2010-09-01,89.05
IND,2010-10-01,89.65
IND,2010-11-01,88.98
IND,2010-12-01,89.89
IND,2011-01-01,88.77
IND,2011-02-01,87.77
IND,2011-03-01,87.67
IND,2011-04-01,87.57
IND,2011-05-01,86.51
IND,2011-06-01,86.46
IND,2011-07-01,87.31
IND,2011-08-01,85.48
IND,2011-09-01,83.35
IND,2011-10-01,81.21
IND,2011-11-01,79.02
IND,2011-12-01,77.27
IND,2012-01-01,79.62
IND,2012-02-01,81.92
IND,2012-03-01,80.42
IND,2012-04-01,78.18
IND,2012-05-01,75.39
IND,2012-06-01,74.23
IND,2012-07-01,75.19
IND,2012-08-01,74.63
IND,2012-09-01,74.76
IND,2012-10-01,76.74
IND,2012-11-01,74.74
IND,2012-12-01,74.56
IND,2013-01-01,74.87
IND,2013-02-01,76.0
IND,2013-03-01,76.22
IND,2013-04-01,76.19
IND,2013-05-01,75.7
IND,2013-06-01,71.14
IND,2013-07-01,70.05
IND,2013-08-01,65.84
IND,2013-09-01,65.12
IND,2013-10-01,66.55
IND,2013-11-01,65.99
IND,2013-12-01,66.69
IND,2014-01-01,66.94
IND,2014-02-01,66.74
IND,2014-03-01,67.7
IND,2014-04-01,68.24
IND,2014-05-01,69.4
IND,2014-06-01,69.14
IND,2014-07-01,68.87
IND,2014-08-01,68.52
IND,2014-09-01,69.86
IND,2014-10-01,70.22
IND,2014-11-01,71.0
IND,2014-12-01,70.94
IND,2015-01-01,73.35
IND,2015-02-01,74.31
IND,2015-03-01,75.41
IND,2015-04-01,74.74
IND,2015-05-01,72.49
IND,2015-06-01,72.78
IND,2015-07-01,73.87
IND,2015-08-01,72.79
IND,2015-09-01,71.79
IND,2015-10-01,72.77
IND,2015-11-01,72.91
IND,2015-12-01,72.49
IND,2016-01-01,72.51
IND,2016-02-01,70.69
IND,2016-03-01,71.32
IND,2016-04-01,70.78
IND,2016-05-01,70.57
IND,2016-06-01,70.26
IND,2016-07-01,70.89
IND,2016-08-01,70.57
IND,2016-09-01,70.91
IND,2016-10-01,71.8
IND,2016-11-01,72.09
IND,2016-12-01,72.98
IND,2017-01-01,72.52
IND,2017-02-01,73.01
IND,2017-03-01,74.24
IND,2017-04-01,75.4
IND,2017-05-01,74.74
IND,2017-06-01,74.19
IND,2017-07-01,73.52
IND,2017-08-01,73.25
IND,2017-09-01,72.2
IND,2017-10-01,72.2
IND,2017-11-01,72.56
IND,2017-12-01,72.86
IND,2018-01-01,72.11
IND,2018-02-01,70.79
IND,2018-03-01,70.12
IND,2018-04-01,69.75
IND,2018-05-01,69.39
IND,2018-06-01,69.8
IND,2018-07-01,69.3
IND,2018-08-01,69.09
IND,2018-09-01,66.54
IND,2018-10-01,65.65
IND,2018-11-01,67.56
IND,2018-12-01,68.65
IND,2019-01-01,68.12
IND,2019-02-01,67.71
IND,2019-03-01,69.62
IND,2019-04-01,69.9
IND,2019-05-01,70.0
IND,2019-06-01,69.95
IND,2019-07-01,70.62
IND,2019-08-01,69.0
IND,2019-09-01,69.04
IND,2019-10-01,69.08
IND,2019-11-01,68.52
IND,2019-12-01,68.5
IND,2020-01-01,68.26
IND,2020-02-01,68.93
IND,2020-03-01,67.0
IND,2020-04-01,66.15
IND,2020-05-01,66.4
IND,2020-06-01,65.14
IND,2020-07-01,65.26
IND,2020-08-01,64.63
IND,2020-09-01,65.74
IND,2020-10-01,65.7
IND,2020-11-01,64.49
IND,2020-12-01,64.03
IND,2021-01-01,64.28
IND,2021-02-01,64.75
IND,2021-03-01,65.48
IND,2021-04-01,63.85
IND,2021-05-01,64.36
IND,2021-06-01,64.32
IND,2021-07-01,64.27
IND,2021-08-01,64.71
IND,2021-09-01,65.25
IND,2021-10-01,64.56
IND,2021-11-01,65.49
IND,2021-12-01,65.22
IND,2022-01-01,65.94
IND,2022-02-01,65.45
IND,2022-03-01,65.79
IND,2022-04-01,66.34
IND,2022-05-01,66.4
IND,2022-06-01,66.0
IND,2022-07-01,66.13
IND,2022-08-01,66.2
IND,2022-09-01,67.24
